@SampleID:low
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2371.1	strain	2|1224|1236|135614|32033|2370|2371|2371.1	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xylella|Xylella fastidiosa|Xylella fastidiosa strain	0.2156
1121001.1	strain	2|1224|28216|206351|1499392|397275|1121000|1121001.1	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Andreprevotia|Andreprevotia lacus|Andreprevotia lacus DSM 23236 strain	0.6748
1122156.1	strain	2|1224|28216|80840|80864|198705|198706|1122156.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Lampropedia|Lampropedia hyalina|Lampropedia hyalina DSM 16112 strain	0.2449
1123243.1	strain	2|1239|909932|909929|31977|55506|55507|1123243.1	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Veillonellaceae|Schwartzia|Schwartzia succinivorans|Schwartzia succinivorans DSM 10502 strain	16.3707
2088.2	strain	2|544448|31969|186332|186333|2086|2088|2088.2	Bacteria|Tenericutes|Mollicutes|Anaeroplasmatales|Anaeroplasmataceae|Anaeroplasma|Anaeroplasma bactoclasticum|Anaeroplasma bactoclasticum strain	0.4427
2088.3	strain	2|544448|31969|186332|186333|2086|2088|2088.3	Bacteria|Tenericutes|Mollicutes|Anaeroplasmatales|Anaeroplasmataceae|Anaeroplasma|Anaeroplasma bactoclasticum|Anaeroplasma bactoclasticum strain	0.2284
2088.1	strain	2|544448|31969|186332|186333|2086|2088|2088.1	Bacteria|Tenericutes|Mollicutes|Anaeroplasmatales|Anaeroplasmataceae|Anaeroplasma|Anaeroplasma bactoclasticum|Anaeroplasma bactoclasticum strain	4.0188
2088.4	strain	2|544448|31969|186332|186333|2086|2088|2088.4	Bacteria|Tenericutes|Mollicutes|Anaeroplasmatales|Anaeroplasmataceae|Anaeroplasma|Anaeroplasma bactoclasticum|Anaeroplasma bactoclasticum strain	1.3246
10239.6	strain	10239|||||||10239.6	Viruses|||||||Viruses strain	0.0484
1004304.5	strain	2|976|117747|200666|563835|1004300|1004304|1004304.5	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	3.2860
10239.4	strain	10239|||||||10239.4	Viruses|||||||Viruses strain	0.0185
10239.5	strain	10239|||||||10239.5	Viruses|||||||Viruses strain	0.0001
10239.2	strain	10239|||||||10239.2	Viruses|||||||Viruses strain	0.0044
10239.3	strain	10239|||||||10239.3	Viruses|||||||Viruses strain	0.0112
1120989.1	strain	2|1239|186801|186802|1491775|42447|182411|1120989.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Proteinivoraceae|Anaerobranca|Anaerobranca californiensis|Anaerobranca californiensis DSM 14826 strain	0.0747
10239.1	strain	10239|||||||10239.1	Viruses|||||||Viruses strain	0.0270
75309.1	strain	2|1224|1236|135614|32033|75309||75309.1	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Rhodanobacter||Rhodanobacter strain	0.0347
1121393.1	strain	2|1224|28221|213118|213119|218207|259354|1121393.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfatibacillum|Desulfatibacillum alkenivorans|Desulfatibacillum alkenivorans DSM 16219 strain	2.6899
10239.7	strain	10239|||||||10239.7	Viruses|||||||Viruses strain	0.0090
1004304.1	strain	2|976|117747|200666|563835|1004300|1004304|1004304.1	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	0.2992
1004304.3	strain	2|976|117747|200666|563835|1004300|1004304|1004304.3	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	1.3437
1004304.2	strain	2|976|117747|200666|563835|1004300|1004304|1004304.2	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	6.3372
29580.1	strain	2|1224|28216|80840|75682|29580||29580.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Janthinobacterium||Janthinobacterium strain	0.1983
1004304.4	strain	2|976|117747|200666|563835|1004300|1004304|1004304.4	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	3.2112
29580.2	strain	2|1224|28216|80840|75682|29580||29580.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Janthinobacterium||Janthinobacterium strain	12.1199
