@SampleID:low
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
191027	species	2|1239|186801|186802|31979|1485|191027	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium caminithermale	10848450.0
2088	species	2|544448|31969|186332|186333|2086|2088	Bacteria|Tenericutes|Mollicutes|Anaeroplasmatales|Anaeroplasmataceae|Anaeroplasma|Anaeroplasma bactoclasticum	450169050.0
173053	species	2|201174|1760|2037|85021|99479|173053	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Intrasporangiaceae|Tetrasphaera|Tetrasphaera duodecadis	848095350.0
1004304	species	2|976|117747|200666|563835|1004300|1004304	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina	1086815400.0
462367	species	2|976|117747|200666|563835|398041|462367	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Flavisolibacter|Flavisolibacter ginsengisoli	52427100.0
328515	species	2|976|117743|200644|49546|363408|328515	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens dokdonensis	6241350.0
404881	species	2|1224|28211|204455|31989|1097466|404881	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Defluviimonas|Defluviimonas denitrificans	202044450.0
2371	species	2|1224|1236|135614|32033|2370|2371	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xylella|Xylella fastidiosa	16135200.0
264463	species	2|1239|186801|186802|31979|653683|264463	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Anaerosporobacter|Anaerosporobacter mobilis	11088150.0
32644.6	strain	||||||32644|32644.6	||||||unidentified|unidentified strain	72600.0
32644.4	strain	||||||32644|32644.4	||||||unidentified|unidentified strain	774750.0
32644.5	strain	||||||32644|32644.5	||||||unidentified|unidentified strain	41100.0
32644.2	strain	||||||32644|32644.2	||||||unidentified|unidentified strain	79500.0
32644.3	strain	||||||32644|32644.3	||||||unidentified|unidentified strain	363450.0
32644.1	strain	||||||32644|32644.1	||||||unidentified|unidentified strain	39910950.0
1004304.6	strain	2|976|117747|200666|563835|1004300|1004304|1004304.6	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	3231900.0
1123015.1	strain	2|1224|1236|72274|135621|286|287|1123015.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa|Pseudomonas aeruginosa DSM 50071 strain	619960800.0
45202.2	strain	||||||45202|45202.2	||||||unidentified plasmid|unidentified plasmid strain	183450.0
45202.3	strain	||||||45202|45202.3	||||||unidentified plasmid|unidentified plasmid strain	107250.0
45202.1	strain	||||||45202|45202.1	||||||unidentified plasmid|unidentified plasmid strain	92100.0
45202.6	strain	||||||45202|45202.6	||||||unidentified plasmid|unidentified plasmid strain	3329550.0
45202.7	strain	||||||45202|45202.7	||||||unidentified plasmid|unidentified plasmid strain	2052900.0
45202.4	strain	||||||45202|45202.4	||||||unidentified plasmid|unidentified plasmid strain	76350.0
45202.5	strain	||||||45202|45202.5	||||||unidentified plasmid|unidentified plasmid strain	12596250.0
328515.1	strain	2|976|117743|200644|49546|363408|328515|328515.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens dokdonensis|Nonlabens dokdonensis strain	6241350.0
1123349.1	strain	2|1239|186801|186802|186804|214904|227138|1123349.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Tepidibacter|Tepidibacter formicigenes|Tepidibacter formicigenes DSM 15518 strain	28705350.0
1121884.1	strain	2|976|117747|200666|563835|398041|462367|1121884.1	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Flavisolibacter|Flavisolibacter ginsengisoli|Flavisolibacter ginsengisoli DSM 18119 strain	52427100.0
2037.1	strain	2|201174|1760|2037||||2037.1	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales||||Actinomycetales strain	83637750.0
1122187.1	strain	2|1224|1236|135614|32033|68|498057|1122187.1	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter oryzae|Lysobacter oryzae DSM 21044 strain	17692650.0
266.1	strain	2|1224|28211|204455|31989|265|266|266.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus denitrificans|Paracoccus denitrificans strain	38697300.0
644383.1	strain	2|200795|388447|388448|768649|768650|644383|644383.1	Bacteria|Chloroflexi|Ktedonobacteria|Ktedonobacterales|Thermosporotrichaceae|Thermosporothrix|Thermosporothrix hazakensis|Thermosporothrix hazakensis strain	662834550.0
266.3	strain	2|1224|28211|204455|31989|265|266|266.3	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus denitrificans|Paracoccus denitrificans strain	153884400.0
266.2	strain	2|1224|28211|204455|31989|265|266|266.2	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus|Paracoccus denitrificans|Paracoccus denitrificans strain	113056050.0
1385.5	strain	2|1239|91061|1385||||1385.5	Bacteria|Firmicutes|Bacilli|Bacillales||||Bacillales strain	220426050.0
1385.4	strain	2|1239|91061|1385||||1385.4	Bacteria|Firmicutes|Bacilli|Bacillales||||Bacillales strain	61477650.0
173053.1	strain	2|201174|1760|2037|85021|99479|173053|173053.1	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Intrasporangiaceae|Tetrasphaera|Tetrasphaera duodecadis|Tetrasphaera duodecadis strain	848095350.0
990712.1	strain	2|1224|28211|204455|31989|205889|990712|990712.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Albidovulum|Albidovulum xiamenense|Albidovulum xiamenense strain	22594350.0
1385.1	strain	2|1239|91061|1385||||1385.1	Bacteria|Firmicutes|Bacilli|Bacillales||||Bacillales strain	103386900.0
1385.3	strain	2|1239|91061|1385||||1385.3	Bacteria|Firmicutes|Bacilli|Bacillales||||Bacillales strain	18098550.0
1385.2	strain	2|1239|91061|1385||||1385.2	Bacteria|Firmicutes|Bacilli|Bacillales||||Bacillales strain	75292800.0
1120996.1	strain	2|1239|186801|186802|31979|653683|264463|1120996.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Anaerosporobacter|Anaerosporobacter mobilis|Anaerosporobacter mobilis DSM 15930 strain	11088150.0
1121885.1	strain	2|976|117747|200666|563835|398041|398045|1121885.1	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Flavisolibacter|Flavisolibacter ginsengiterrae|Flavisolibacter ginsengiterrae DSM 18136 strain	86912850.0
1121301.1	strain	2|1239|186801|186802|31979|1485|191027|1121301.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium caminithermale|Clostridium caminithermale DSM 15212 strain	10848450.0
404881.1	strain	2|1224|28211|204455|31989|1097466|404881|404881.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Defluviimonas|Defluviimonas denitrificans|Defluviimonas denitrificans strain	202044450.0
2371.1	strain	2|1224|1236|135614|32033|2370|2371|2371.1	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xylella|Xylella fastidiosa|Xylella fastidiosa strain	16135200.0
1121001.1	strain	2|1224|28216|206351|1499392|397275|1121000|1121001.1	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Andreprevotia|Andreprevotia lacus|Andreprevotia lacus DSM 23236 strain	50509050.0
1122156.1	strain	2|1224|28216|80840|80864|198705|198706|1122156.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Lampropedia|Lampropedia hyalina|Lampropedia hyalina DSM 16112 strain	18328800.0
1123243.1	strain	2|1239|909932|909929|31977|55506|55507|1123243.1	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Veillonellaceae|Schwartzia|Schwartzia succinivorans|Schwartzia succinivorans DSM 10502 strain	1225301700.0
2088.2	strain	2|544448|31969|186332|186333|2086|2088|2088.2	Bacteria|Tenericutes|Mollicutes|Anaeroplasmatales|Anaeroplasmataceae|Anaeroplasma|Anaeroplasma bactoclasticum|Anaeroplasma bactoclasticum strain	33135600.0
2088.3	strain	2|544448|31969|186332|186333|2086|2088|2088.3	Bacteria|Tenericutes|Mollicutes|Anaeroplasmatales|Anaeroplasmataceae|Anaeroplasma|Anaeroplasma bactoclasticum|Anaeroplasma bactoclasticum strain	17097450.0
2088.1	strain	2|544448|31969|186332|186333|2086|2088|2088.1	Bacteria|Tenericutes|Mollicutes|Anaeroplasmatales|Anaeroplasmataceae|Anaeroplasma|Anaeroplasma bactoclasticum|Anaeroplasma bactoclasticum strain	300795300.0
2088.4	strain	2|544448|31969|186332|186333|2086|2088|2088.4	Bacteria|Tenericutes|Mollicutes|Anaeroplasmatales|Anaeroplasmataceae|Anaeroplasma|Anaeroplasma bactoclasticum|Anaeroplasma bactoclasticum strain	99140700.0
10239.6	strain	10239|||||||10239.6	Viruses|||||||Viruses strain	3624300.0
1004304.5	strain	2|976|117747|200666|563835|1004300|1004304|1004304.5	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	245951100.0
10239.4	strain	10239|||||||10239.4	Viruses|||||||Viruses strain	1382400.0
10239.5	strain	10239|||||||10239.5	Viruses|||||||Viruses strain	11100.0
10239.2	strain	10239|||||||10239.2	Viruses|||||||Viruses strain	332550.0
10239.3	strain	10239|||||||10239.3	Viruses|||||||Viruses strain	837600.0
1120989.1	strain	2|1239|186801|186802|1491775|42447|182411|1120989.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Proteinivoraceae|Anaerobranca|Anaerobranca californiensis|Anaerobranca californiensis DSM 14826 strain	5587650.0
10239.1	strain	10239|||||||10239.1	Viruses|||||||Viruses strain	2018700.0
75309.1	strain	2|1224|1236|135614|32033|75309||75309.1	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Rhodanobacter||Rhodanobacter strain	2599050.0
1121393.1	strain	2|1224|28221|213118|213119|218207|259354|1121393.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfatibacillum|Desulfatibacillum alkenivorans|Desulfatibacillum alkenivorans DSM 16219 strain	201328200.0
10239.7	strain	10239|||||||10239.7	Viruses|||||||Viruses strain	676950.0
1004304.1	strain	2|976|117747|200666|563835|1004300|1004304|1004304.1	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	22391550.0
1004304.3	strain	2|976|117747|200666|563835|1004300|1004304|1004304.3	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	100568850.0
1004304.2	strain	2|976|117747|200666|563835|1004300|1004304|1004304.2	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	474319950.0
29580.1	strain	2|1224|28216|80840|75682|29580||29580.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Janthinobacterium||Janthinobacterium strain	14845350.0
1004304.4	strain	2|976|117747|200666|563835|1004300|1004304|1004304.4	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae|Hydrotalea|Hydrotalea sandarakina|Hydrotalea sandarakina strain	240352050.0
29580.2	strain	2|1224|28216|80840|75682|29580||29580.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Janthinobacterium||Janthinobacterium strain	907140750.0
