binner	rank	bin	precision	recall	predicted_size	real_size
admiring_curie_2	family	Streptomycetaceae	1.00	0.70	12912715	18428033
admiring_curie_2	family	Intrasporangiaceae	0.99	0.98	12204410	12422925
admiring_curie_2	family	Cytophagaceae	1.00	0.79	11423555	14411538
admiring_curie_2	family	Xanthobacteraceae	1.00	0.99	10123258	10190100
admiring_curie_2	family	Promicromonosporaceae	0.54	0.83	10095195	6599454
admiring_curie_2	family	Flavobacteriaceae	1.00	0.95	8996562	9442158
admiring_curie_2	family	Vibrionaceae	1.00	0.99	8181211	8287247
admiring_curie_2	family	Thermoanaerobacteraceae	0.99	0.78	8177257	10400110
admiring_curie_2	family	Lachnospiraceae	1.00	0.99	8114792	8225026
admiring_curie_2	family	Peptostreptococcaceae	0.69	0.71	7882003	7719747
admiring_curie_2	family	Microbacteriaceae	1.00	0.97	7584526	7792846
admiring_curie_2	family	Nocardioidaceae	1.00	0.70	7336874	10494171
admiring_curie_2	family	Planococcaceae	1.00	0.98	7135776	7245311
admiring_curie_2	family	Desulfovibrionaceae	1.00	0.69	6962086	10076554
admiring_curie_2	family	Mycobacteriaceae	1.00	0.99	6638346	6676999
admiring_curie_2	family	Methylophilaceae	1.00	0.74	6578485	8904107
admiring_curie_2	family	Phyllobacteriaceae	0.97	0.68	6099567	8674992
admiring_curie_2	family	Pseudomonadaceae	1.00	0.96	5280554	5477884
admiring_curie_2	family	Enterobacteriaceae	1.00	0.94	5109220	5419845
admiring_curie_2	family	Ferrimonadaceae	1.00	0.99	4909536	4980999
admiring_curie_2	family	Halobacteriaceae	1.00	0.97	4751923	4877686
admiring_curie_2	family	Bradyrhizobiaceae	1.00	0.48	4290098	8874968
admiring_curie_2	family	Propionibacteriaceae	0.96	0.96	4153923	4125126
admiring_curie_2	family	Veillonellaceae	1.00	0.99	4103579	4150955
admiring_curie_2	family	Aurantimonadaceae	1.00	0.51	3932006	7749681
admiring_curie_2	family	Paenibacillaceae	0.99	0.49	3686499	7400375
admiring_curie_2	family	Legionellaceae	1.00	0.99	3572225	3607735
admiring_curie_2	family	Caulobacteraceae	1.00	1.00	3286465	3301850
admiring_curie_2	family	Bacillaceae	1.00	0.98	2877188	2948556
admiring_curie_2	family	Nitrosomonadaceae	1.00	0.93	2539116	2734309
admiring_curie_2	family	Peptococcaceae	1.00	0.94	2465743	2625413
admiring_curie_2	family	Enterococcaceae	0.96	0.98	2452777	2396848
admiring_curie_2	family	Acidimicrobiaceae	1.00	0.94	2342625	2485587
admiring_curie_2	family	Porphyromonadaceae	1.00	0.98	1998611	2044131
admiring_curie_2	family	Acholeplasmataceae	1.00	1.00	1597924	1600014
admiring_curie_2	family	Picrophilaceae	1.00	1.00	1534116	1534116
admiring_curie_2	family	unassigned	nan	nan	75622656	11854717
admiring_curie_2	genus	Massilia	1.00	0.94	27251005	28873267
admiring_curie_2	genus	Lechevalieria	0.81	0.92	23231753	20408997
admiring_curie_2	genus	Acetoanaerobium	0.87	0.95	16500749	15210881
admiring_curie_2	genus	Sphingomonas	1.00	0.64	15036604	23337519
admiring_curie_2	genus	Phaeospirillum	1.00	0.99	14844312	15012162
admiring_curie_2	genus	Carboxydocella	1.00	0.95	14190410	14888857
admiring_curie_2	genus	Sinorhizobium	0.98	0.99	13810888	13774939
admiring_curie_2	genus	Kibdelosporangium	0.91	1.00	13430169	12272270
admiring_curie_2	genus	Cellulomonas	1.00	0.58	12750922	22124132
admiring_curie_2	genus	Ohtaekwangia	1.00	0.79	11423555	14411538
admiring_curie_2	genus	Pseudoxanthobacter	0.50	0.99	10123258	5163876
admiring_curie_2	genus	Promicromonospora	0.54	0.83	10095195	6599454
admiring_curie_2	genus	Paracoccus	0.90	0.93	9853254	9589943
admiring_curie_2	genus	Clostridium	0.75	0.99	9620120	7261293
admiring_curie_2	genus	Pedobacter	1.00	1.00	9518128	9532570
admiring_curie_2	genus	Sphingobacterium	0.96	0.92	9014318	9481390
admiring_curie_2	genus	Oerskovia	1.00	0.98	8970464	9113781
admiring_curie_2	genus	Phycicoccus	0.99	0.97	8628347	8785183
admiring_curie_2	genus	Vibrio	1.00	0.99	8181211	8287247
admiring_curie_2	genus	Butyrivibrio	1.00	0.99	8114792	8225026
admiring_curie_2	genus	Rhodobacter	1.00	0.99	7459368	7530868
admiring_curie_2	genus	Aeromicrobium	1.00	0.70	7336874	10494171
admiring_curie_2	genus	Nocardia	1.00	1.00	7272886	7282241
admiring_curie_2	genus	Sporosarcina	1.00	0.98	7135776	7245311
admiring_curie_2	genus	Azospirillum	1.00	1.00	7115807	7141886
admiring_curie_2	genus	Desulfovibrio	1.00	0.69	6962086	10076554
admiring_curie_2	genus	Mycobacterium	1.00	0.99	6638346	6676999
admiring_curie_2	genus	Methylophilus	1.00	0.74	6578485	8904107
admiring_curie_2	genus	Rhodobaca	0.58	0.95	6274834	3845886
admiring_curie_2	genus	Aquamicrobium	0.97	0.68	6099567	8674992
admiring_curie_2	genus	Rhodococcus	1.00	0.99	5644057	5721635
admiring_curie_2	genus	Intestinibacter	0.55	0.99	5347173	2937124
admiring_curie_2	genus	Azotobacter	1.00	0.96	5280554	5477884
admiring_curie_2	genus	Rahnella	1.00	0.94	5109220	5419845
admiring_curie_2	genus	Moorella	1.00	0.98	5015174	5136963
admiring_curie_2	genus	Ferrimonas	1.00	0.99	4909536	4980999
admiring_curie_2	genus	Halobacterium	1.00	0.97	4751923	4877686
admiring_curie_2	genus	Bosea	1.00	0.48	4290098	8874968
admiring_curie_2	genus	Tessaracoccus	0.96	0.96	4153923	4125126
admiring_curie_2	genus	Propionispora	1.00	0.99	4103579	4150955
admiring_curie_2	genus	Diaphorobacter	1.00	0.97	3961578	4083860
admiring_curie_2	genus	Curtobacterium	1.00	0.95	3727421	3925652
admiring_curie_2	genus	Paenibacillus	0.99	0.49	3686499	7400375
admiring_curie_2	genus	Janibacter	1.00	0.98	3576063	3637742
admiring_curie_2	genus	Tatlockia	1.00	0.99	3572225	3607735
admiring_curie_2	genus	Phenylobacterium	1.00	1.00	3286465	3301850
admiring_curie_2	genus	Butyricicoccus	1.00	0.99	3225188	3268385
admiring_curie_2	genus	Thermoanaerobacter	0.98	0.59	3162083	5263147
admiring_curie_2	genus	Formosa	1.00	0.98	3092395	3154949
admiring_curie_2	genus	Chryseobacterium	1.00	0.90	3011074	3329601
admiring_curie_2	genus	Olleya	1.00	0.98	2893093	2957608
admiring_curie_2	genus	Bacillus	1.00	0.98	2877188	2948556
admiring_curie_2	genus	Nitrosomonas	1.00	0.93	2539116	2734309
admiring_curie_2	genus	Peptoclostridium	1.00	0.99	2534830	2550032
admiring_curie_2	genus	Desulfotomaculum	1.00	0.94	2465743	2625413
admiring_curie_2	genus	Tetragenococcus	0.96	0.98	2452777	2396848
admiring_curie_2	genus	Caloranaerobacter	0.99	0.98	2432321	2455797
admiring_curie_2	genus	Ferrithrix	1.00	0.94	2342625	2485587
admiring_curie_2	genus	Porphyromonas	1.00	0.98	1998611	2044131
admiring_curie_2	genus	Acholeplasma	1.00	1.00	1597924	1600014
admiring_curie_2	genus	Picrophilus	1.00	1.00	1534116	1534116
admiring_curie_2	genus	Lutispora	1.00	0.09	302353	3459146
admiring_curie_2	genus	unassigned	nan	nan	129689438	75507023
admiring_curie_2	species	uncultured Massilia sp.	1.00	0.94	27251005	28873267
admiring_curie_2	species	Acetoanaerobium noterae	0.87	0.95	16500749	15210881
admiring_curie_2	species	Phaeospirillum fulvum	1.00	0.99	14844312	15012162
admiring_curie_2	species	Carboxydocella sporoproducens	1.00	0.95	14190410	14888857
admiring_curie_2	species	Sinorhizobium meliloti	0.98	0.99	13810888	13774939
admiring_curie_2	species	Kibdelosporangium aridum	0.91	1.00	13430169	12272270
admiring_curie_2	species	Lechevalieria aerocolonigenes	0.68	0.84	13184341	10667666
admiring_curie_2	species	Ohtaekwangia koreensis	0.62	0.98	11423555	7222220
admiring_curie_2	species	Pseudoxanthobacter soli	0.50	0.99	10123258	5163876
admiring_curie_2	species	Promicromonospora umidemergens	0.54	0.83	10095195	6599454
admiring_curie_2	species	Lechevalieria flava	0.97	1.00	10047412	9741331
admiring_curie_2	species	Paracoccus pantotrophus	0.90	0.93	9853254	9589943
admiring_curie_2	species	Rhodobacter capsulatus	1.00	0.99	7459368	7530868
admiring_curie_2	species	Aeromicrobium ponti	1.00	0.70	7336874	10494171
admiring_curie_2	species	Sporosarcina newyorkensis	1.00	0.98	7135776	7245311
admiring_curie_2	species	Azospirillum brasilense	1.00	1.00	7115807	7141886
admiring_curie_2	species	Rhodobaca barguzinensis	0.58	0.95	6274834	3845886
admiring_curie_2	species	Intestinibacter bartlettii	0.55	0.99	5347173	2937124
admiring_curie_2	species	Azotobacter vinelandii	1.00	0.96	5280554	5477884
admiring_curie_2	species	Rahnella aquatilis	1.00	0.94	5109220	5419845
admiring_curie_2	species	Clostridium tetani	0.55	0.99	5024369	2788202
admiring_curie_2	species	Moorella thermoacetica	1.00	0.98	5015174	5136963
admiring_curie_2	species	Ferrimonas marina	1.00	0.99	4909536	4980999
admiring_curie_2	species	Butyrivibrio fibrisolvens	1.00	0.99	4786226	4834992
admiring_curie_2	species	Pedobacter agri	1.00	1.00	4771532	4779416
admiring_curie_2	species	Halobacterium salinarum	1.00	0.97	4751923	4877686
admiring_curie_2	species	Clostridium grantii	0.96	0.99	4595751	4473091
admiring_curie_2	species	Vibrio gazogenes	1.00	0.99	4581231	4627085
admiring_curie_2	species	Sphingobacterium nematocida	0.93	0.85	4540938	4981289
admiring_curie_2	species	Sphingobacterium psychroaquaticum	1.00	0.99	4473380	4500101
admiring_curie_2	species	Tessaracoccus bendigoensis	0.96	0.96	4153923	4125126
admiring_curie_2	species	Propionispora hippei	1.00	0.99	4103579	4150955
admiring_curie_2	species	Diaphorobacter oryzae	1.00	0.97	3961578	4083860
admiring_curie_2	species	Curtobacterium sp. B20	1.00	0.95	3727421	3925652
admiring_curie_2	species	Sphingomonas phyllosphaerae	1.00	1.00	3725169	3733085
admiring_curie_2	species	Paenibacillus frigoriresistens	0.99	0.49	3686499	7400375
admiring_curie_2	species	Vibrio cincinnatiensis	1.00	0.98	3599980	3660162
admiring_curie_2	species	Janibacter limosus	1.00	0.98	3576063	3637742
admiring_curie_2	species	Legionella maceachernii	1.00	0.99	3572225	3607735
admiring_curie_2	species	Butyrivibrio hungatei	1.00	0.98	3328566	3390034
admiring_curie_2	species	Phenylobacterium composti	1.00	1.00	3286465	3301850
admiring_curie_2	species	Butyricicoccus pullicaecorum	1.00	0.99	3225188	3268385
admiring_curie_2	species	Desulfovibrio bizertensis	1.00	0.97	3170961	3257376
admiring_curie_2	species	Thermoanaerobacter thermohydrosulfuricus	0.98	0.59	3162083	5263147
admiring_curie_2	species	Formosa spongicola	1.00	0.98	3092395	3154949
admiring_curie_2	species	Desulfovibrio alkalitolerans	1.00	0.98	3045180	3111934
admiring_curie_2	species	Sphingomonas aestuarii	1.00	0.97	2893307	2985887
admiring_curie_2	species	Olleya aquimaris	1.00	0.98	2893093	2957608
admiring_curie_2	species	Bacillus coagulans	1.00	0.98	2877188	2948556
admiring_curie_2	species	Nitrosomonas europaea	1.00	0.93	2539116	2734309
admiring_curie_2	species	[Eubacterium] yurii	1.00	0.99	2534830	2550032
admiring_curie_2	species	Desulfotomaculum hydrothermale	1.00	0.94	2465743	2625413
admiring_curie_2	species	Tetragenococcus halophilus	0.96	0.98	2452777	2396848
admiring_curie_2	species	Caloranaerobacter azorensis	0.99	0.98	2432321	2455797
admiring_curie_2	species	Ferrithrix thermotolerans	1.00	0.94	2342625	2485587
admiring_curie_2	species	Porphyromonas crevioricanis	1.00	0.98	1998611	2044131
admiring_curie_2	species	Acholeplasma oculi	1.00	1.00	1597924	1600014
admiring_curie_2	species	Picrophilus oshimae	1.00	1.00	1534116	1534116
admiring_curie_2	species	Desulfovibrio vietnamensis	1.00	0.20	745945	3707244
admiring_curie_2	species	Lutispora thermophila	1.00	0.09	302353	3459146
admiring_curie_2	species	unassigned	nan	nan	212738408	185124110
adoring_lalande_1_=_Gold_Standard	superkingdom	Bacteria	1.00	1.00	553468052	553468052
adoring_lalande_1_=_Gold_Standard	superkingdom	Archaea	1.00	1.00	6411802	6411802
adoring_lalande_1_=_Gold_Standard	superkingdom	Viruses	1.00	1.00	736775	736775
adoring_lalande_1_=_Gold_Standard	superkingdom	unassigned	nan	nan	1413217	1413217
adoring_lalande_1_=_Gold_Standard	phylum	Proteobacteria	1.00	1.00	243932505	243932505
adoring_lalande_1_=_Gold_Standard	phylum	Actinobacteria	1.00	1.00	145948197	145948197
adoring_lalande_1_=_Gold_Standard	phylum	Firmicutes	1.00	1.00	116336594	116336594
adoring_lalande_1_=_Gold_Standard	phylum	Bacteroidetes	1.00	1.00	45650742	45650742
adoring_lalande_1_=_Gold_Standard	phylum	Euryarchaeota	1.00	1.00	6411802	6411802
adoring_lalande_1_=_Gold_Standard	phylum	Tenericutes	1.00	1.00	1600014	1600014
adoring_lalande_1_=_Gold_Standard	phylum	unassigned	nan	nan	2149992	2149992
adoring_lalande_1_=_Gold_Standard	class	Actinobacteria	1.00	1.00	145948197	145948197
adoring_lalande_1_=_Gold_Standard	class	Alphaproteobacteria	1.00	1.00	127454801	127454801
adoring_lalande_1_=_Gold_Standard	class	Clostridia	1.00	1.00	79844812	79844812
adoring_lalande_1_=_Gold_Standard	class	Betaproteobacteria	1.00	1.00	78627440	78627440
adoring_lalande_1_=_Gold_Standard	class	Bacilli	1.00	1.00	32340827	32340827
adoring_lalande_1_=_Gold_Standard	class	Gammaproteobacteria	1.00	1.00	27773710	27773710
adoring_lalande_1_=_Gold_Standard	class	Sphingobacteriia	1.00	1.00	19013960	19013960
adoring_lalande_1_=_Gold_Standard	class	Cytophagia	1.00	1.00	14411538	14411538
adoring_lalande_1_=_Gold_Standard	class	Deltaproteobacteria	1.00	1.00	10076554	10076554
adoring_lalande_1_=_Gold_Standard	class	Flavobacteriia	1.00	1.00	9442158	9442158
adoring_lalande_1_=_Gold_Standard	class	Halobacteria	1.00	1.00	4877686	4877686
adoring_lalande_1_=_Gold_Standard	class	Negativicutes	1.00	1.00	4150955	4150955
adoring_lalande_1_=_Gold_Standard	class	Bacteroidia	1.00	1.00	2783086	2783086
adoring_lalande_1_=_Gold_Standard	class	Mollicutes	1.00	1.00	1600014	1600014
adoring_lalande_1_=_Gold_Standard	class	Thermoplasmata	1.00	1.00	1534116	1534116
adoring_lalande_1_=_Gold_Standard	class	unassigned	nan	nan	2149992	2149992
adoring_lalande_1_=_Gold_Standard	order	Actinomycetales	1.00	1.00	143462610	143462610
adoring_lalande_1_=_Gold_Standard	order	Clostridiales	1.00	1.00	69444702	69444702
adoring_lalande_1_=_Gold_Standard	order	Burkholderiales	1.00	1.00	66564525	66564525
adoring_lalande_1_=_Gold_Standard	order	Rhizobiales	1.00	1.00	54087866	54087866
adoring_lalande_1_=_Gold_Standard	order	Bacillales	1.00	1.00	29943979	29943979
adoring_lalande_1_=_Gold_Standard	order	Rhodobacterales	1.00	1.00	24573518	24573518
adoring_lalande_1_=_Gold_Standard	order	Sphingomonadales	1.00	1.00	23337519	23337519
adoring_lalande_1_=_Gold_Standard	order	Rhodospirillales	1.00	1.00	22154048	22154048
adoring_lalande_1_=_Gold_Standard	order	Sphingobacteriales	1.00	1.00	19013960	19013960
adoring_lalande_1_=_Gold_Standard	order	Cytophagales	1.00	1.00	14411538	14411538
adoring_lalande_1_=_Gold_Standard	order	Thermoanaerobacterales	1.00	1.00	10400110	10400110
adoring_lalande_1_=_Gold_Standard	order	Desulfovibrionales	1.00	1.00	10076554	10076554
adoring_lalande_1_=_Gold_Standard	order	Flavobacteriales	1.00	1.00	9442158	9442158
adoring_lalande_1_=_Gold_Standard	order	Methylophilales	1.00	1.00	8904107	8904107
adoring_lalande_1_=_Gold_Standard	order	Vibrionales	1.00	1.00	8287247	8287247
adoring_lalande_1_=_Gold_Standard	order	Pseudomonadales	1.00	1.00	5477884	5477884
adoring_lalande_1_=_Gold_Standard	order	Enterobacteriales	1.00	1.00	5419845	5419845
adoring_lalande_1_=_Gold_Standard	order	Alteromonadales	1.00	1.00	4980999	4980999
adoring_lalande_1_=_Gold_Standard	order	Halobacteriales	1.00	1.00	4877686	4877686
adoring_lalande_1_=_Gold_Standard	order	Selenomonadales	1.00	1.00	4150955	4150955
adoring_lalande_1_=_Gold_Standard	order	Legionellales	1.00	1.00	3607735	3607735
adoring_lalande_1_=_Gold_Standard	order	Caulobacterales	1.00	1.00	3301850	3301850
adoring_lalande_1_=_Gold_Standard	order	Bacteroidales	1.00	1.00	2783086	2783086
adoring_lalande_1_=_Gold_Standard	order	Nitrosomonadales	1.00	1.00	2734309	2734309
adoring_lalande_1_=_Gold_Standard	order	Acidimicrobiales	1.00	1.00	2485587	2485587
adoring_lalande_1_=_Gold_Standard	order	Lactobacillales	1.00	1.00	2396848	2396848
adoring_lalande_1_=_Gold_Standard	order	Acholeplasmatales	1.00	1.00	1600014	1600014
adoring_lalande_1_=_Gold_Standard	order	Thermoplasmatales	1.00	1.00	1534116	1534116
adoring_lalande_1_=_Gold_Standard	order	Neisseriales	1.00	1.00	424499	424499
adoring_lalande_1_=_Gold_Standard	order	unassigned	nan	nan	2149992	2149992
adoring_lalande_1_=_Gold_Standard	family	Comamonadaceae	1.00	1.00	37691258	37691258
adoring_lalande_1_=_Gold_Standard	family	Pseudonocardiaceae	1.00	1.00	32681267	32681267
adoring_lalande_1_=_Gold_Standard	family	Cellulomonadaceae	1.00	1.00	31237913	31237913
adoring_lalande_1_=_Gold_Standard	family	Oxalobacteraceae	1.00	1.00	28873267	28873267
adoring_lalande_1_=_Gold_Standard	family	Rhodobacteraceae	1.00	1.00	24573518	24573518
adoring_lalande_1_=_Gold_Standard	family	Sphingomonadaceae	1.00	1.00	23337519	23337519
adoring_lalande_1_=_Gold_Standard	family	Rhodospirillaceae	1.00	1.00	22154048	22154048
adoring_lalande_1_=_Gold_Standard	family	Sphingobacteriaceae	1.00	1.00	19013960	19013960
adoring_lalande_1_=_Gold_Standard	family	Clostridiaceae	1.00	1.00	18916804	18916804
adoring_lalande_1_=_Gold_Standard	family	Rhizobiaceae	1.00	1.00	18598125	18598125
adoring_lalande_1_=_Gold_Standard	family	Streptomycetaceae	1.00	1.00	18428033	18428033
adoring_lalande_1_=_Gold_Standard	family	Clostridiales Family XIX. Incertae Sedis	1.00	1.00	15210881	15210881
adoring_lalande_1_=_Gold_Standard	family	Clostridiales Family XVI. Incertae Sedis	1.00	1.00	14888857	14888857
adoring_lalande_1_=_Gold_Standard	family	Cytophagaceae	1.00	1.00	14411538	14411538
adoring_lalande_1_=_Gold_Standard	family	Nocardiaceae	1.00	1.00	13003876	13003876
adoring_lalande_1_=_Gold_Standard	family	Intrasporangiaceae	1.00	1.00	12422925	12422925
adoring_lalande_1_=_Gold_Standard	family	Nocardioidaceae	1.00	1.00	10494171	10494171
adoring_lalande_1_=_Gold_Standard	family	Thermoanaerobacteraceae	1.00	1.00	10400110	10400110
adoring_lalande_1_=_Gold_Standard	family	Xanthobacteraceae	1.00	1.00	10190100	10190100
adoring_lalande_1_=_Gold_Standard	family	Desulfovibrionaceae	1.00	1.00	10076554	10076554
adoring_lalande_1_=_Gold_Standard	family	Flavobacteriaceae	1.00	1.00	9442158	9442158
adoring_lalande_1_=_Gold_Standard	family	Methylophilaceae	1.00	1.00	8904107	8904107
adoring_lalande_1_=_Gold_Standard	family	Bradyrhizobiaceae	1.00	1.00	8874968	8874968
adoring_lalande_1_=_Gold_Standard	family	Phyllobacteriaceae	1.00	1.00	8674992	8674992
adoring_lalande_1_=_Gold_Standard	family	Vibrionaceae	1.00	1.00	8287247	8287247
adoring_lalande_1_=_Gold_Standard	family	Lachnospiraceae	1.00	1.00	8225026	8225026
adoring_lalande_1_=_Gold_Standard	family	Microbacteriaceae	1.00	1.00	7792846	7792846
adoring_lalande_1_=_Gold_Standard	family	Aurantimonadaceae	1.00	1.00	7749681	7749681
adoring_lalande_1_=_Gold_Standard	family	Peptostreptococcaceae	1.00	1.00	7719747	7719747
adoring_lalande_1_=_Gold_Standard	family	Paenibacillaceae	1.00	1.00	7400375	7400375
adoring_lalande_1_=_Gold_Standard	family	Planococcaceae	1.00	1.00	7245311	7245311
adoring_lalande_1_=_Gold_Standard	family	Mycobacteriaceae	1.00	1.00	6676999	6676999
adoring_lalande_1_=_Gold_Standard	family	Promicromonosporaceae	1.00	1.00	6599454	6599454
adoring_lalande_1_=_Gold_Standard	family	Pseudomonadaceae	1.00	1.00	5477884	5477884
adoring_lalande_1_=_Gold_Standard	family	Enterobacteriaceae	1.00	1.00	5419845	5419845
adoring_lalande_1_=_Gold_Standard	family	Ferrimonadaceae	1.00	1.00	4980999	4980999
adoring_lalande_1_=_Gold_Standard	family	Halobacteriaceae	1.00	1.00	4877686	4877686
adoring_lalande_1_=_Gold_Standard	family	Veillonellaceae	1.00	1.00	4150955	4150955
adoring_lalande_1_=_Gold_Standard	family	Propionibacteriaceae	1.00	1.00	4125126	4125126
adoring_lalande_1_=_Gold_Standard	family	Legionellaceae	1.00	1.00	3607735	3607735
adoring_lalande_1_=_Gold_Standard	family	Caulobacteraceae	1.00	1.00	3301850	3301850
adoring_lalande_1_=_Gold_Standard	family	Bacillaceae	1.00	1.00	2948556	2948556
adoring_lalande_1_=_Gold_Standard	family	Nitrosomonadaceae	1.00	1.00	2734309	2734309
adoring_lalande_1_=_Gold_Standard	family	Staphylococcaceae	1.00	1.00	2645012	2645012
adoring_lalande_1_=_Gold_Standard	family	Peptococcaceae	1.00	1.00	2625413	2625413
adoring_lalande_1_=_Gold_Standard	family	Acidimicrobiaceae	1.00	1.00	2485587	2485587
adoring_lalande_1_=_Gold_Standard	family	Enterococcaceae	1.00	1.00	2396848	2396848
adoring_lalande_1_=_Gold_Standard	family	Porphyromonadaceae	1.00	1.00	2044131	2044131
adoring_lalande_1_=_Gold_Standard	family	Eubacteriaceae	1.00	1.00	1857974	1857974
adoring_lalande_1_=_Gold_Standard	family	Acholeplasmataceae	1.00	1.00	1600014	1600014
adoring_lalande_1_=_Gold_Standard	family	Picrophilaceae	1.00	1.00	1534116	1534116
adoring_lalande_1_=_Gold_Standard	family	Prevotellaceae	1.00	1.00	738955	738955
adoring_lalande_1_=_Gold_Standard	family	Neisseriaceae	1.00	1.00	424499	424499
adoring_lalande_1_=_Gold_Standard	family	unassigned	nan	nan	11854717	11854717
adoring_lalande_1_=_Gold_Standard	genus	Massilia	1.00	1.00	28873267	28873267
adoring_lalande_1_=_Gold_Standard	genus	Sphingomonas	1.00	1.00	23337519	23337519
adoring_lalande_1_=_Gold_Standard	genus	Cellulomonas	1.00	1.00	22124132	22124132
adoring_lalande_1_=_Gold_Standard	genus	Lechevalieria	1.00	1.00	20408997	20408997
