genome_ID	NCBI_ID	OTU	novelty_category
1036623	1121883	121	new_species
1036629	1121264	122	new_genus
1036632	1123282	123	new_genus
1036635	1121128	124	new_strain
1036638	1123380	125	new_species
1036641	1123349	126	new_genus
1036647	1121291	127	new_species
1036650	1121409	128	new_species
1036653	1121345	129	new_species
1036656	1121432	130	new_species
1036659	1121420	131	new_species
1036662	1121390	132	new_genus
1036665	1121331	133	new_species
1036668	1121306	134	new_species
1036671	1123324	135	new_genus
1036674	1120997	136	new_genus
1036677	1121324	137	new_species
1036680	1121316	138	new_species
1036683	1121131	139	new_strain
1036686	1121320	140	new_strain
1036689	1121326	141	new_species
1036692	1123382	142	new_genus
1036695	1121132	143	new_species
1036698	1123012	144	new_genus
1036701	1123350	145	new_genus
1036704	1123003	146	new_genus
1036707	1121301	147	new_species
1036710	1121302	148	new_species
1036713	1121950	149	new_genus
1036716	1121428	150	new_strain
1036719	1121322	151	new_species
1036722	1120995	152	new_genus
1036725	1121025	153	new_genus
1036728	1120989	154	new_family
1036731	1121266	155	new_genus
1036734	1120975	156	new_genus
1036743	1120996	157	new_genus
1036746	1123369	158	new_species
1036752	1121919	159	new_genus
1036755	1121393	160	new_strain
1036758	1121476	161	new_genus
1036761	1122189	162	new_genus
1036764	1122934	163	new_genus
1036770	1122195	164	new_species
1036773	198312	165	new_species
1036776	213588	166	new_genus
1036779	198092	167	new_species
1036782	445973	168	new_strain
1036785	299255	169	new_species
1036794	1122991	170	new_species
1036797	1121955	171	new_species
1036800	1123357	172	new_genus
1036803	1123029	173	new_genus
1036806	266809	174	new_species
1048576	349095	175	new_species
1048582	1123293	176	new_species
1048657	130788	177	new_species
1048762	116849	178	new_genus
1048765	561088	179	new_genus
1048768	1121284	180	new_species
1048771	76595	181	new_species
1048774	1080	182	new_genus
1048777	104662	183	new_species
1048780	1004	184	new_species
1048783	2371	185	new_strain
1048786	91360	186	new_genus
1048855	1028	187	new_species
1048861	103732	188	new_genus
1048864	103728	189	new_species
1048867	1933	190	new_genus
1048870	68170	191	new_genus
1048873	334858	192	new_genus
1048876	438851	193	new_genus
1048879	42197	194	new_species
1048882	103729	189	new_species
1048885	2030	195	new_genus
1048888	40571	193	new_genus
1048891	129578	196	new_species
1048894	188872	197	new_genus
1048900	440515	197	new_genus
1048903	53254	198	new_genus
1048906	654838	199	new_genus
1048909	577679	200	new_genus
1048912	176898	200	new_genus
1048915	387889	200	new_genus
1048918	387890	200	new_genus
1048924	185641	200	new_genus
1048927	72806	201	new_species
1048930	321325	201	new_species
1048933	391736	202	new_species
1048936	651661	203	new_species
1048939	639310	204	new_genus
1048942	688913	205	new_genus
1048945	688867	205	new_genus
1048948	576117	206	new_species
1048951	990	207	new_species
1048954	568105	208	new_genus
1048957	696762	209	new_genus
1048960	1037355	210	new_species
1048963	561184	211	new_genus
1048966	1061	212	new_strain
1048969	143223	213	new_genus
1048972	196587	214	new_genus
1048975	49280	215	new_genus
1048978	121821	216	new_genus
1048981	172045	217	new_species
1048984	188932	218	new_species
1048987	213248	219	new_genus
1048990	191564	220	new_species
1048993	328515	220	new_strain
1048999	393003	221	new_species
1049002	402884	222	new_genus
1049005	404881	223	new_genus
1049008	237019	224	new_species
1049011	441209	216	new_genus
1049014	468058	225	new_species
1049017	643671	226	new_genus
1049023	591202	227	new_genus
1049026	619805	228	new_genus
1049029	572036	229	new_species
1049032	561061	230	new_species
1049035	570520	231	new_species
1049038	1189325	232	new_genus
1049041	57028	233	new_species
1049044	279824	234	new_species
1049047	906888	235	new_species
1049053	623280	236	new_genus
1049056	1004304	237	new_family
1049059	447422	238	new_genus
1049062	435906	239	new_genus
1049065	270918	239	new_genus
1049068	241145	238	new_genus
1049071	291403	240	new_species
1049074	429344	241	new_species
1049077	561365	242	new_species
1049080	331697	243	new_species
1049083	1513896	244	new_species
1049086	889453	245	new_genus
1049089	990712	246	new_genus
1049211	504486	247	new_species
1052941	354	248	new_strain
1052944	266	249	new_strain
1052947	266	249	new_strain
1052950	82367	250	new_strain
1052953	82367	250	new_strain
1052956	2242	251	new_strain
1052959	2242	251	new_strain
1052962	478009	251	new_strain
1052965	2242	251	new_strain
1052968	1061	212	new_strain
1052974	759851	252	new_strain
1052977	759851	252	new_strain
1052980	170623	253	new_species
1052983	170623	253	new_species
1052986	170623	253	new_species
1052989	170623	253	new_species
1052992	382	254	new_strain
1052995	382	254	new_strain
1052998	1525	255	new_strain
1053004	1525	255	new_strain
1053007	756689	256	new_species
1053010	756689	256	new_species
1053013	756689	256	new_species
1053016	756689	256	new_species
1053019	756689	256	new_species
1053022	1082	257	new_strain
1053025	1082	257	new_strain
1053028	1082	257	new_strain
1053031	1082	257	new_strain
1053034	1516	258	new_strain
1053037	1516	258	new_strain
1053040	192	259	new_strain
1053043	526729	260	new_species
1053046	765201	261	new_species
1053049	629679	262	new_species
1053052	170623	253	new_species
1053055	280	263	new_strain
1053058	266	249	new_strain
1021_A	33882	264	new_species
1021_AC	443157	265	new_species
1021_AE	106591	266	new_species
1021_AG	2040	267	new_species
1021_AH	1386	268	new_species
1021_AI	1839	269	new_species
1021_AN	106591	266	new_species
1021_AP	1763	270	new_species
1021_AQ	80864	271	new_genus
1021_AR	379	272	new_species
1021_AS	80864	271	new_genus
1021_AZ	106591	273	new_species
1021_B	110932	274	new_species
1021_BA	68	275	new_species
1021_BD	286	276	new_species
1021_BE	379	277	new_species
1021_BF	506	278	new_genus
1021_C	2062	279	new_genus
1021_F	158751	280	new_species
1021_G	286	281	new_species
1021_H	106591	273	new_species
1021_I	106591	273	new_species
1021_L	31988	282	new_genus
1021_M	46913	283	new_genus
1021_N	106591	266	new_species
1021_O	1763	284	new_species
1021_P	1707	285	new_species
1021_Q	1843	286	new_species
1021_R	106591	266	new_species
1021_S	379	287	new_species
1021_T	33882	288	new_species
1021_U	506	278	new_genus
1021_W	53355	289	new_genus
1021_Y	237	290	new_species
1139_AA	69278	291	new_genus
1139_AC	379	292	new_species
1139_AF	85413	293	new_genus
1139_AG	29580	294	new_species
1139_AH	237	295	new_species
1139_AJ	379	296	new_species
1139_AK	83618	297	new_species
1139_AL	379	298	new_species
1139_AN	68	275	new_species
1139_AO	85413	299	new_genus
1139_AP	1259470	300	new_species
1139_AQ	46913	301	new_genus
1139_AR	349273	302	new_species
1139_AS	379	303	new_species
1139_AW	13687	304	new_species
1139_AX	1243042	305	new_species
1139_AY	46913	283	new_genus
1139_AZ	1883	306	new_species
1139_B	162491	307	new_genus
1139_BC	75	308	new_species
1139_BD	75	308	new_species
1139_BE	1883	306	new_species
1139_BF	80864	309	new_genus
1139_BG	80864	310	new_genus
1139_BH	68	275	new_species
1139_BI	1255265	311	new_species
1139_BK	165697	312	new_species
1139_BL	12916	313	new_species
1139_BM	68	275	new_species
1139_BN	379	296	new_species
1139_BO	223904	269	new_species
1139_BQ	286	314	new_species
1139_BS	46913	315	new_genus
1139_BT	1259470	300	new_species
1139_BU	75309	316	new_species
1139_BV	1294566	317	new_genus
1139_BW	366349	318	new_species
1139_BY	85413	319	new_genus
1139_BZ	75	320	new_species
1139_C	80864	321	new_genus
1139_CA	68	275	new_species
1139_CB	68287	322	new_species
1139_CC	33882	323	new_species
1139_CD	80864	324	new_genus
1139_CE	33882	325	new_species
1139_CF	80864	309	new_genus
1139_CG	106591	273	new_species
1139_CH	908626	326	new_genus
1139_CI	366349	318	new_species
1139_CJ	1707	285	new_species
1139_CK	68287	322	new_species
1139_CL	237	327	new_species
1139_CM	110932	328	new_species
1139_CO	80864	309	new_genus
1139_CP	366349	318	new_species
1139_F	33877	329	new_species
1139_G	506	278	new_genus
1139_I	619730	289	new_genus
1139_J	1839	330	new_species
1139_M	1843	286	new_species
1139_O	355930	331	new_genus
1139_P	286	332	new_species
1139_Q	80864	321	new_genus
1139_R	149698	333	new_species
1139_S	106591	266	new_species
1139_T	13687	304	new_species
1139_U	182367	334	new_species
1139_V	349273	302	new_species
1139_Y	169973	335	new_species
1220_A	85023	336	new_genus
1220_AA	1386	337	new_species
1220_AB	490570	338	new_genus
1220_AC	44249	339	new_species
1220_AD	173053	340	new_species
1220_AF	1663	341	new_species
1220_AG	1663	342	new_species
1220_AH	1663	343	new_species
1220_AI	44249	344	new_species
1220_AJ	75309	345	new_species
1220_AK	32033	346	new_genus
1220_AL	424797	347	new_species
1220_AM	1663	348	new_species
1220_AO	1143711	349	new_species
1220_AP	1843	286	new_species
1220_AQ	1843	286	new_species
1220_AR	367298	350	new_genus
1220_AS	355930	331	new_genus
1220_AU	619730	289	new_genus
1220_AV	68	275	new_species
1220_AX	1707	285	new_species
1220_AZ	1167741	351	new_genus
1220_B	1839	269	new_species
1220_BA	1167741	351	new_genus
1220_BB	13687	304	new_species
1220_BC	1883	352	new_species
1220_BD	169973	335	new_species
1220_BE	165697	353	new_species
1220_BH	149698	333	new_species
1220_BI	227322	354	new_species
1220_BK	2040	355	new_species
1220_BL	1387244	356	new_species
1220_BM	44249	357	new_species
1220_BO	227322	354	new_species
1220_BP	1386	337	new_species
1220_BQ	1386	337	new_species
1220_BT	110932	358	new_species
1220_BU	1883	352	new_species
1220_BV	106591	273	new_species
1220_BW	33882	359	new_species
1220_C	1456769	360	new_genus
1220_CC	68287	361	new_species
1220_CD	286	362	new_species
1220_CE	1456769	360	new_genus
1220_CF	69278	291	new_genus
1220_CG	245876	363	new_species
1220_CH	2063	364	new_species
1220_CI	33882	359	new_species
1220_CK	330227	365	new_species
1220_D	2063	364	new_species
1220_E	1817	366	new_species
1220_F	165697	312	new_species
1220_G	160236	367	new_species
1220_H	80864	324	new_genus
1220_I	286	368	new_species
1220_K	2040	267	new_species
1220_L	1883	369	new_species
1220_M	80864	370	new_genus
1220_N	75309	316	new_species
1220_Q	293890	371	new_strain
1220_R	1763	372	new_species
1220_T	1167741	351	new_genus
1220_U	1387244	356	new_species
1220_V	68	373	new_species
1220_W	160791	304	new_strain
1220_X	53458	374	new_species
1220_Y	136099	375	new_genus
1220_Z	1663	376	new_species
1285_A	286	377	new_species
1285_AB	33877	378	new_species
1285_AC	460257	379	new_species
1285_AD	1827	380	new_species
1285_AE	407	381	new_species
1285_AF	747294	382	new_genus
1285_AG	29580	383	new_species
1285_AH	509094	384	new_species
1285_AI	407	381	new_species
1285_AJ	85023	385	new_genus
1285_AK	311234	386	new_species
1285_AM	407	387	new_species
1285_AN	1386	388	new_species
1285_AO	13687	389	new_species
1285_AP	1839	390	new_species
1285_AQ	13687	391	new_species
1285_AR	407	392	new_species
1285_AT	13687	389	new_species
1285_AU		393	
1285_AV	554335	394	new_species
1285_AW	13687	395	new_species
1285_AY	33886	396	new_genus
1285_AZ	13687	389	new_species
1285_BA	60919	397	new_species
1285_BB	13687	398	new_species
1285_BC	13687	391	new_species
1285_BD	59732	399	new_species
1285_BE	1172533	400	new_species
1285_BF	1707	285	new_species
1285_BG	33882	401	new_species
1285_BH	2037	402	new_family
1285_BI	158754	403	new_species
1285_BJ	1386	404	new_species
1285_BK	13687	405	new_species
1285_BL	1663	406	new_species
1285_BN	59732	407	new_species
1285_BO	460257	379	new_species
1285_BP	13687	408	new_species
1285_BQ	747294	382	new_genus
1285_BS	407	409	new_species
1285_BT	338	410	new_species
1285_BU	33882	411	new_species
1285_BV	16	412	new_species
1285_BW	237	413	new_species
1285_BX	96492	414	new_genus
1285_BY	875239	415	new_species
1285_BZ	407	392	new_species
1285_C	33886	396	new_genus
1285_CA	96492	414	new_genus
1285_CB	407	381	new_species
1285_CC	41275	416	new_species
1285_CD	33882	401	new_species
1285_CF	92511	417	new_species
1285_CG	257003	418	new_strain
1285_CH	13687	389	new_species
1285_CI	684063	419	new_species
1285_CJ	407	387	new_species
1285_CK	460257	379	new_species
1285_CL	33882	401	new_species
1285_CM	114707	420	new_species
1285_CN	407	387	new_species
1285_CO	875239	415	new_species
1285_CP	80864	421	new_genus
1285_CQ	12916	422	new_species
1285_CR	13687	423	new_species
1285_D	33886	396	new_genus
1285_E	110932	424	new_species
1285_F	13687	425	new_species
1285_G	165695	426	new_species
1285_H	33882	359	new_species
1285_I	96492	414	new_genus
1285_K	407	427	new_species
1285_L	1827	428	new_species
1285_M	1663	429	new_species
1285_N	80864	421	new_genus
1285_O	286	430	new_species
1285_Q	407	381	new_species
1285_T	1150508	274	new_species
1285_U	379	431	new_species
1285_W	407	409	new_species
1285_X	13687	389	new_species
1285_Y	407	381	new_species
1285_Z	13687	432	new_species
1286_A	96492	414	new_genus
1286_AA	13687	408	new_species
1286_AB	255475	433	new_genus
1286_AC	286	434	new_species
1286_AD	1278652	435	new_species
1286_AE	34072	436	new_species
1286_AF	454586	437	new_strain
1286_AG	1256701	394	new_species
1286_AH	13687	398	new_species
1286_AJ	96492	438	new_genus
1286_AK	407	387	new_species
1286_AL	407	409	new_species
1286_AM	374	439	new_species
1286_AN	33882	401	new_species
1286_AO	255475	440	new_genus
1286_AP	1385	441	new_family
1286_AQ	41275	416	new_species
1286_AR	407	387	new_species
1286_AS	13687	398	new_species
1286_AT	85023	385	new_genus
1286_AU	1827	442	new_species
1286_AV	190323	443	new_genus
1286_AW	33882	411	new_species
1286_AX	13687	389	new_species
1286_AY	1663	444	new_species
1286_AZ	13687	398	new_species
1286_BA	407	387	new_species
1286_BC	543	445	new_genus
1286_BD	16	412	new_species
1286_BE	85023	385	new_genus
1286_BF	379	277	new_species
1286_BG	338	410	new_species
1286_BH	407	392	new_species
1286_BI	554335	394	new_species
1286_BJ	12916	422	new_species
1286_BK	46913	446	new_genus
1286_BL	96492	414	new_genus
1286_BN	13687	398	new_species
1286_BO	407	381	new_species
1286_BP	85023	385	new_genus
1286_BQ	407	381	new_species
1286_BR	149698	447	new_species
1286_BT	13687	448	new_species
1286_BU	16	412	new_species
1286_BV	85413	293	new_genus
1286_BX	174951	449	new_species
1286_BY	59732	435	new_species
1286_C	13687	389	new_species
1286_CA	407	381	new_species
1286_CB	190323	443	new_genus
1286_CC	414371	450	new_species
1286_CD	407	381	new_species
1286_CE	379	431	new_species
1286_CF	469	451	new_species
1286_CG	86796	452	new_genus
1286_CH	286	453	new_species
1286_CI	33886	396	new_genus
1286_CJ	407	454	new_species
1286_CK	53335	455	new_species
1286_CL	33882	456	new_species
1286_CM	13687	398	new_species
1286_CN	407	387	new_species
1286_CO	351343	457	new_species
1286_CQ	563996	398	new_species
1286_CR	46913	446	new_genus
1286_E	80864	324	new_genus
1286_F	13687	398	new_species
1286_G	1385	458	new_family
1286_H	379	459	new_species
1286_I	407	387	new_species
1286_K	428988	460	new_species
1286_L	1256701	394	new_species
1286_M	1071583	461	new_species
1286_N	13687	462	new_species
1286_Q	454048	463	new_species
1286_T	407	409	new_species
1286_U	13687	398	new_species
1286_V	292407	464	new_species
1286_W	286	465	new_species
1286_X	80864	466	new_genus
1286_Y	255475	440	new_genus
1287_AA	55080	467	new_species
1287_AE	349273	302	new_species
1287_AF	33882	325	new_species
1287_AG	1071583	461	new_species
1287_AL	68	275	new_species
1287_AN	1883	306	new_species
1287_AO	12916	422	new_species
1287_AT	379	303	new_species
1287_AV	1839	468	new_species
1287_AW	407	387	new_species
1287_B	575302	469	new_species
1287_BC	2062	279	new_genus
1287_BD	367298	350	new_genus
1287_BF	407	409	new_species
1287_BG	379	277	new_species
1287_BL	424797	347	new_species
1287_BM	379	277	new_species
1287_BN	84567	470	new_species
1287_BO	34038	471	new_strain
1287_BR	379	303	new_species
1287_BU	1839	390	new_species
1287_BV	407	387	new_species
1287_BW	96492	414	new_genus
1287_BZ	80864	370	new_genus
1287_C	1663	472	new_species
1287_CC	75654	473	new_species
1287_CD	13687	398	new_species
1287_CG	149698	474	new_species
1287_CH	80864	321	new_genus
1287_CI	75	320	new_species
1287_CK	2034	475	new_species
1287_CL	407	392	new_species
1287_CM	379	334	new_species
1287_CP	379	272	new_species
1287_D	1663	476	new_species
1287_F	1167741	351	new_genus
1287_G	106591	266	new_species
1287_H	41985	477	new_species
1287_I	407	387	new_species
1287_N	162491	307	new_genus
1287_O	443157	265	new_species
1287_P	245876	363	new_species
1287_W	80864	478	new_genus
1287_Y	40323	479	new_species
1365_A	29580	294	new_species
1365_B	68	480	new_species
1365_D	41275	481	new_species
1365_E	75	320	new_species
1365_F	361177	482	new_genus
1365_G	1386	483	new_species
1365_H	41275	481	new_species
1365_I	110932	274	new_species
1365_O	1167741	351	new_genus
1365_P	1167741	351	new_genus
