"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"class"	"class_Caudovirales"	0	NA	1800	0	"lonely_davinci_1"
"class"	"Chlorobia"	0	NA	1500	0	"lonely_davinci_1"
"class"	"Insecta"	0	NA	1500	0	"lonely_davinci_1"
"class"	"class_Cloning vector pLMB509"	0	NA	1500	0	"lonely_davinci_1"
"class"	"class_Firmicutes bacterium CAG:114"	0	NA	1500	0	"lonely_davinci_1"
"class"	"class_uncultured bacterium BAC25G1"	0	NA	1500	0	"lonely_davinci_1"
"class"	"class_uncultured bacterium Rlip1"	0	NA	1500	0	"lonely_davinci_1"
"class"	"Enoplea"	0	NA	1200	0	"lonely_davinci_1"
"class"	"class_Cloning vector pFH2191"	0	NA	1200	0	"lonely_davinci_1"
"class"	"class_Firmicutes bacterium CAG:170"	0	NA	1200	0	"lonely_davinci_1"
"class"	"Aves"	0	NA	900	0	"lonely_davinci_1"
"class"	"Ktedonobacteria"	0	NA	900	0	"lonely_davinci_1"
"class"	"Thermomicrobia"	0	NA	900	0	"lonely_davinci_1"
"class"	"Thermotogae"	0	NA	900	0	"lonely_davinci_1"
"class"	"class_MISSA donor vector pL-ccdB"	0	NA	900	0	"lonely_davinci_1"
"class"	"class_Shuttle vector pBS423"	0	NA	900	0	"lonely_davinci_1"
"class"	"Deinococci"	0	NA	600	0	"lonely_davinci_1"
"class"	"class_Broad host range vector vector pCVD068"	0	NA	600	0	"lonely_davinci_1"
"class"	"class_Firmicutes bacterium CAG:238"	0	NA	600	0	"lonely_davinci_1"
"class"	"Hydrozoa"	0	NA	300	0	"lonely_davinci_1"
"class"	"Lentisphaeria"	0	NA	300	0	"lonely_davinci_1"
"class"	"Synergistia"	0	NA	300	0	"lonely_davinci_1"
"class"	"Ustilaginomycetes"	0	NA	300	0	"lonely_davinci_1"
"class"	"Zetaproteobacteria"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Brassicales"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Chloroflexi bacterium oral taxon 439"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Circoviridae"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Firmicutes bacterium CAG:272"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Firmicutes bacterium CAG:308"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Firmicutes bacterium CAG:41"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Oscillatoriales"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Plant transient expression vector pGR2i-dCP:GFP"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Porcine stool-associated circular virus 6"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Poribacteria bacterium WGA-3G"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Relication competent episomal DNA MSSI1.162"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Transformation vector pGFPBSDZ-SW2"	0	NA	300	0	"lonely_davinci_1"
"class"	"class_Yeast integrative vector pBS42"	0	NA	300	0	"lonely_davinci_1"
"class"	"unassigned"	NA	NA	92518800	0	"lonely_davinci_1"
"order"	"order_uncultured bacterium"	0	NA	9217500	0	"lonely_davinci_1"
"order"	"Bacteroidales"	0	NA	5110200	0	"lonely_davinci_1"
"order"	"Clostridiales"	0	NA	4133700	0	"lonely_davinci_1"
"order"	"Enterobacteriales"	0	NA	2888400	0	"lonely_davinci_1"
"order"	"Pseudomonadales"	0	NA	2214300	0	"lonely_davinci_1"
"order"	"Lactobacillales"	0	NA	903600	0	"lonely_davinci_1"
"order"	"Actinomycetales"	0	NA	528300	0	"lonely_davinci_1"
"order"	"Rhabditida"	0	NA	479400	0	"lonely_davinci_1"
"order"	"Campylobacterales"	0	NA	477000	0	"lonely_davinci_1"
"order"	"Aeromonadales"	0	NA	468900	0	"lonely_davinci_1"
"order"	"Coriobacteriales"	0	NA	460200	0	"lonely_davinci_1"
"order"	"Rhodobacterales"	0	NA	452400	0	"lonely_davinci_1"
"order"	"Burkholderiales"	0	NA	406500	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:94"	0	NA	335400	0	"lonely_davinci_1"
"order"	"Bacillales"	0	NA	246300	0	"lonely_davinci_1"
"order"	"Xanthomonadales"	0	NA	213000	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium ASF500"	0	NA	159900	0	"lonely_davinci_1"
"order"	"Rhodospirillales"	0	NA	110100	0	"lonely_davinci_1"
"order"	"Rhizobiales"	0	NA	106800	0	"lonely_davinci_1"
"order"	"Sphingomonadales"	0	NA	87600	0	"lonely_davinci_1"
"order"	"Bifidobacteriales"	0	NA	72900	0	"lonely_davinci_1"
"order"	"Spirochaetales"	0	NA	69000	0	"lonely_davinci_1"
"order"	"order_Promoter probe vector pPR9TT"	0	NA	66300	0	"lonely_davinci_1"
"order"	"Verrucomicrobiales"	0	NA	58500	0	"lonely_davinci_1"
"order"	"Vibrionales"	0	NA	53100	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:110"	0	NA	51600	0	"lonely_davinci_1"
"order"	"Selenomonadales"	0	NA	45900	0	"lonely_davinci_1"
"order"	"Alteromonadales"	0	NA	37200	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:137"	0	NA	36600	0	"lonely_davinci_1"
"order"	"order_synthetic construct"	0	NA	33300	0	"lonely_davinci_1"
"order"	"Neisseriales"	0	NA	31800	0	"lonely_davinci_1"
"order"	"Primates"	0	NA	30300	0	"lonely_davinci_1"
"order"	"Spirurida"	0	NA	24000	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium M10-2"	0	NA	20700	0	"lonely_davinci_1"
"order"	"order_Candidatus Accumulibacter"	0	NA	19200	0	"lonely_davinci_1"
"order"	"Nitrosomonadales"	0	NA	18600	0	"lonely_davinci_1"
"order"	"Caulobacterales"	0	NA	16500	0	"lonely_davinci_1"
"order"	"Rhodocyclales"	0	NA	15900	0	"lonely_davinci_1"
"order"	"Flavobacteriales"	0	NA	15600	0	"lonely_davinci_1"
"order"	"order_Pseudoalteromonas phage B8b"	0	NA	15600	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:103"	0	NA	15300	0	"lonely_davinci_1"
"order"	"Oceanospirillales"	0	NA	14100	0	"lonely_davinci_1"
"order"	"Rodentia"	0	NA	12300	0	"lonely_davinci_1"
"order"	"Cytophagales"	0	NA	12000	0	"lonely_davinci_1"
"order"	"Erysipelotrichales"	0	NA	11700	0	"lonely_davinci_1"
"order"	"Sphingobacteriales"	0	NA	9900	0	"lonely_davinci_1"
"order"	"Desulfovibrionales"	0	NA	9600	0	"lonely_davinci_1"
"order"	"order_uncultured Flavobacteriia bacterium"	0	NA	8400	0	"lonely_davinci_1"
"order"	"order_uncultured marine virus"	0	NA	8400	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:102"	0	NA	8100	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:555"	0	NA	8100	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:124"	0	NA	7200	0	"lonely_davinci_1"
"order"	"order_Plasmid pVT736-1"	0	NA	6600	0	"lonely_davinci_1"
"order"	"Fusobacteriales"	0	NA	6300	0	"lonely_davinci_1"
"order"	"Chromatiales"	0	NA	6000	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:631"	0	NA	5700	0	"lonely_davinci_1"
"order"	"Bacteroidetes Order II. Incertae sedis"	0	NA	5100	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:240"	0	NA	5100	0	"lonely_davinci_1"
"order"	"Methylococcales"	0	NA	4800	0	"lonely_davinci_1"
"order"	"order_Inoviridae"	0	NA	4200	0	"lonely_davinci_1"
"order"	"Nitrospirales"	0	NA	3900	0	"lonely_davinci_1"
"order"	"Chroococcales"	0	NA	3600	0	"lonely_davinci_1"
"order"	"Planctomycetales"	0	NA	3600	0	"lonely_davinci_1"
"order"	"Acidobacteriales"	0	NA	3300	0	"lonely_davinci_1"
"order"	"Mycoplasmatales"	0	NA	3300	0	"lonely_davinci_1"
"order"	"Nostocales"	0	NA	3300	0	"lonely_davinci_1"
"order"	"Pasteurellales"	0	NA	3300	0	"lonely_davinci_1"
"order"	"order_Plasmid pTD1"	0	NA	3300	0	"lonely_davinci_1"
"order"	"order_Bacteroidetes bacterium JGI 0000112-P09"	0	NA	2700	0	"lonely_davinci_1"
"order"	"order_proteobacterium S3K"	0	NA	2700	0	"lonely_davinci_1"
"order"	"order_Thiobacillus prosperus"	0	NA	2400	0	"lonely_davinci_1"
"order"	"Hydrogenophilales"	0	NA	2100	0	"lonely_davinci_1"
"order"	"Acidithiobacillales"	0	NA	1800	0	"lonely_davinci_1"
"order"	"Caudovirales"	0	NA	1800	0	"lonely_davinci_1"
"order"	"Deferribacterales"	0	NA	1800	0	"lonely_davinci_1"
"order"	"Echinoida"	0	NA	1800	0	"lonely_davinci_1"
"order"	"Gallionellales"	0	NA	1800	0	"lonely_davinci_1"
"order"	"order_alpha proteobacterium MA2"	0	NA	1800	0	"lonely_davinci_1"
"order"	"Chlorobiales"	0	NA	1500	0	"lonely_davinci_1"
"order"	"Desulfobacterales"	0	NA	1500	0	"lonely_davinci_1"
"order"	"Hemiptera"	0	NA	1500	0	"lonely_davinci_1"
"order"	"Rickettsiales"	0	NA	1500	0	"lonely_davinci_1"
"order"	"order_Cloning vector pLMB509"	0	NA	1500	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:114"	0	NA	1500	0	"lonely_davinci_1"
"order"	"order_uncultured bacterium BAC25G1"	0	NA	1500	0	"lonely_davinci_1"
"order"	"order_uncultured bacterium Rlip1"	0	NA	1500	0	"lonely_davinci_1"
"order"	"Thermoanaerobacterales"	0	NA	1200	0	"lonely_davinci_1"
"order"	"Trichocephalida"	0	NA	1200	0	"lonely_davinci_1"
"order"	"order_Cloning vector pFH2191"	0	NA	1200	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:170"	0	NA	1200	0	"lonely_davinci_1"
"order"	"order_Micavibrio"	0	NA	1200	0	"lonely_davinci_1"
"order"	"Desulfurellales"	0	NA	900	0	"lonely_davinci_1"
"order"	"Ktedonobacterales"	0	NA	900	0	"lonely_davinci_1"
"order"	"Sphaerobacterales"	0	NA	900	0	"lonely_davinci_1"
"order"	"Thermotogales"	0	NA	900	0	"lonely_davinci_1"
"order"	"order_Competibacteraceae"	0	NA	900	0	"lonely_davinci_1"
"order"	"order_MISSA donor vector pL-ccdB"	0	NA	900	0	"lonely_davinci_1"
"order"	"order_Shuttle vector pBS423"	0	NA	900	0	"lonely_davinci_1"
"order"	"Acholeplasmatales"	0	NA	600	0	"lonely_davinci_1"
"order"	"Deinococcales"	0	NA	600	0	"lonely_davinci_1"
"order"	"Legionellales"	0	NA	600	0	"lonely_davinci_1"
"order"	"Myxococcales"	0	NA	600	0	"lonely_davinci_1"
"order"	"Thiotrichales"	0	NA	600	0	"lonely_davinci_1"
"order"	"order_Broad host range vector vector pCVD068"	0	NA	600	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:238"	0	NA	600	0	"lonely_davinci_1"
"order"	"Anseriformes"	0	NA	300	0	"lonely_davinci_1"
"order"	"Ascaridida"	0	NA	300	0	"lonely_davinci_1"
"order"	"Brassicales"	0	NA	300	0	"lonely_davinci_1"
"order"	"Candidatus Brocadiales"	0	NA	300	0	"lonely_davinci_1"
"order"	"Desulfuromonadales"	0	NA	300	0	"lonely_davinci_1"
"order"	"Hydroida"	0	NA	300	0	"lonely_davinci_1"
"order"	"Lentisphaerales"	0	NA	300	0	"lonely_davinci_1"
"order"	"Oscillatoriales"	0	NA	300	0	"lonely_davinci_1"
"order"	"Synergistales"	0	NA	300	0	"lonely_davinci_1"
"order"	"Syntrophobacterales"	0	NA	300	0	"lonely_davinci_1"
"order"	"Ustilaginales"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Candidatus Entotheonella"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Chloroflexi bacterium oral taxon 439"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Circoviridae"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:272"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:308"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Firmicutes bacterium CAG:41"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Plant transient expression vector pGR2i-dCP:GFP"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Porcine stool-associated circular virus 6"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Poribacteria bacterium WGA-3G"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Relication competent episomal DNA MSSI1.162"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Transformation vector pGFPBSDZ-SW2"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Yeast integrative vector pBS42"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_Zetaproteobacteria bacterium TAG-1"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_actinobacterium SCGC AAA041-L13"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_alpha proteobacterium JGI 0001002-C12"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_alpha proteobacterium LLX12A"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_alpha proteobacterium Q-1"	0	NA	300	0	"lonely_davinci_1"
"order"	"order_delta proteobacterium NaphS2"	0	NA	300	0	"lonely_davinci_1"
"order"	"unassigned"	NA	NA	94127400	0	"lonely_davinci_1"
"family"	"family_uncultured bacterium"	0	NA	9217500	0	"lonely_davinci_1"
"family"	"Enterobacteriaceae"	0	NA	2888400	0	"lonely_davinci_1"
"family"	"Bacteroidaceae"	0	NA	2322000	0	"lonely_davinci_1"
"family"	"Moraxellaceae"	0	NA	1480200	0	"lonely_davinci_1"
"family"	"Prevotellaceae"	0	NA	1398000	0	"lonely_davinci_1"
"family"	"Pseudomonadaceae"	0	NA	732600	0	"lonely_davinci_1"
"family"	"Lachnospiraceae"	0	NA	685800	0	"lonely_davinci_1"
"family"	"Ancylostomatidae"	0	NA	479400	0	"lonely_davinci_1"
"family"	"Coriobacteriaceae"	0	NA	460200	0	"lonely_davinci_1"
"family"	"Rhodobacteraceae"	0	NA	442500	0	"lonely_davinci_1"
"family"	"Streptococcaceae"	0	NA	401700	0	"lonely_davinci_1"
"family"	"Campylobacteraceae"	0	NA	349200	0	"lonely_davinci_1"
"family"	"family_Firmicutes bacterium CAG:94"	0	NA	335400	0	"lonely_davinci_1"
