"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"genus"	"Peptoclostridium"	1	1	2550032	2550032	"adoring_lalande - Gold Standard_1"
"genus"	"Tetragenococcus"	1	1	2396848	2396848	"adoring_lalande - Gold Standard_1"
"genus"	"Porphyromonas"	1	1	2044131	2044131	"adoring_lalande - Gold Standard_1"
"genus"	"Picrophilus"	1	1	1534116	1534116	"adoring_lalande - Gold Standard_1"
"genus"	"Prevotella"	1	1	738955	738955	"adoring_lalande - Gold Standard_1"
"species"	"Phaeospirillum fulvum"	1	1	15012162	15012162	"adoring_lalande - Gold Standard_1"
"species"	"Sinorhizobium meliloti"	1	1	13774939	13774939	"adoring_lalande - Gold Standard_1"
"species"	"Paracoccus pantotrophus"	1	1	9589943	9589943	"adoring_lalande - Gold Standard_1"
"species"	"Rhodobacter capsulatus"	1	1	7530868	7530868	"adoring_lalande - Gold Standard_1"
"species"	"Sporosarcina newyorkensis"	1	1	7245311	7245311	"adoring_lalande - Gold Standard_1"
"species"	"Azospirillum brasilense"	1	1	7141886	7141886	"adoring_lalande - Gold Standard_1"
"species"	"Azotobacter vinelandii"	1	1	5477884	5477884	"adoring_lalande - Gold Standard_1"
"species"	"Rahnella aquatilis"	1	1	5419845	5419845	"adoring_lalande - Gold Standard_1"
"species"	"Thermoanaerobacter thermohydrosulfuricus"	1	1	5263147	5263147	"adoring_lalande - Gold Standard_1"
"species"	"Moorella thermoacetica"	1	1	5136963	5136963	"adoring_lalande - Gold Standard_1"
"species"	"Xanthobacter autotrophicus"	1	1	5026224	5026224	"adoring_lalande - Gold Standard_1"
"species"	"Halobacterium salinarum"	1	1	4877686	4877686	"adoring_lalande - Gold Standard_1"
"species"	"Butyrivibrio fibrisolvens"	1	1	4834992	4834992	"adoring_lalande - Gold Standard_1"
"species"	"Pedobacter agri"	1	1	4779416	4779416	"adoring_lalande - Gold Standard_1"
"species"	"Vibrio gazogenes"	1	1	4627085	4627085	"adoring_lalande - Gold Standard_1"
"species"	"Sphingomonas phyllosphaerae"	1	1	3733085	3733085	"adoring_lalande - Gold Standard_1"
"species"	"Vibrio cincinnatiensis"	1	1	3660162	3660162	"adoring_lalande - Gold Standard_1"
"species"	"Butyricicoccus pullicaecorum"	1	1	3268385	3268385	"adoring_lalande - Gold Standard_1"
"species"	"Desulfovibrio alkalitolerans"	1	1	3111934	3111934	"adoring_lalande - Gold Standard_1"
"species"	"Bacillus coagulans"	1	1	2948556	2948556	"adoring_lalande - Gold Standard_1"
"species"	"Intestinibacter bartlettii"	1	1	2937124	2937124	"adoring_lalande - Gold Standard_1"
"species"	"Clostridium tetani"	1	1	2788202	2788202	"adoring_lalande - Gold Standard_1"
"species"	"Nitrosomonas europaea"	1	1	2734309	2734309	"adoring_lalande - Gold Standard_1"
"species"	"Desulfotomaculum hydrothermale"	1	1	2625413	2625413	"adoring_lalande - Gold Standard_1"
"species"	"[Eubacterium] yurii"	1	1	2550032	2550032	"adoring_lalande - Gold Standard_1"
"species"	"Tetragenococcus halophilus"	1	1	2396848	2396848	"adoring_lalande - Gold Standard_1"
"species"	"Porphyromonas crevioricanis"	1	1	2044131	2044131	"adoring_lalande - Gold Standard_1"
"species"	"Picrophilus oshimae"	1	1	1534116	1534116	"adoring_lalande - Gold Standard_1"
"species"	"Prevotella oulorum"	1	1	738955	738955	"adoring_lalande - Gold Standard_1"
"superkingdom"	"Bacteria"	1	0.08	10981436	136397801	"fervent_sammet_11"
"superkingdom"	"Archaea"	1	0.1	609977	6411802	"fervent_sammet_11"
"superkingdom"	"unassigned"	NA	NA	131218190	0	"fervent_sammet_11"
"phylum"	"Proteobacteria"	1	0.08	6609971	86840326	"fervent_sammet_11"
"phylum"	"Firmicutes"	1	0.07	3031640	41994973	"fervent_sammet_11"
"phylum"	"Bacteroidetes"	1	0.16	1245280	7562502	"fervent_sammet_11"
"phylum"	"Euryarchaeota"	1	0.09	597434	6411802	"fervent_sammet_11"
"phylum"	"unassigned"	NA	NA	131325278	0	"fervent_sammet_11"
"class"	"Alphaproteobacteria"	1	0.07	4626644	61809107	"fervent_sammet_11"
"class"	"Clostridia"	1	0.06	1888203	29404258	"fervent_sammet_11"
"class"	"Gammaproteobacteria"	1	0.07	1319798	19184976	"fervent_sammet_11"
"class"	"Bacilli"	1	0.09	1139030	12590715	"fervent_sammet_11"
"class"	"Sphingobacteriia"	1	0.19	896118	4779416	"fervent_sammet_11"
"class"	"Thermoplasmata"	1	0.37	565814	1534116	"fervent_sammet_11"
"class"	"Bacteroidia"	1	0.13	349162	2783086	"fervent_sammet_11"
"class"	"Betaproteobacteria"	0.9	0.08	240157	2734309	"fervent_sammet_11"
"class"	"Halobacteria"	1	0.01	31620	4877686	"fervent_sammet_11"
"class"	"unassigned"	NA	NA	131753057	0	"fervent_sammet_11"
"order"	"Rhizobiales"	1	0.09	1785494	18801163	"fervent_sammet_11"
"order"	"Rhodospirillales"	1	0.08	1673721	22154048	"fervent_sammet_11"
"order"	"Clostridiales"	1	0.06	1202921	19004148	"fervent_sammet_11"
"order"	"Rhodobacterales"	1	0.06	1099882	17120811	"fervent_sammet_11"
"order"	"Bacillales"	1	0.09	914910	10193867	"fervent_sammet_11"
"order"	"Sphingobacteriales"	1	0.19	896118	4779416	"fervent_sammet_11"
"order"	"Thermoanaerobacterales"	1	0.07	681445	10400110	"fervent_sammet_11"
"order"	"Vibrionales"	1	0.08	644712	8287247	"fervent_sammet_11"
"order"	"Pseudomonadales"	1	0.11	595419	5477884	"fervent_sammet_11"
"order"	"Thermoplasmatales"	1	0.37	565814	1534116	"fervent_sammet_11"
"order"	"Bacteroidales"	1	0.13	349162	2783086	"fervent_sammet_11"
"order"	"Lactobacillales"	1	0.09	224120	2396848	"fervent_sammet_11"
"order"	"Nitrosomonadales"	1	0.08	217140	2734309	"fervent_sammet_11"
"order"	"Enterobacteriales"	1	0.01	59519	5419845	"fervent_sammet_11"
"order"	"Halobacteriales"	1	0.01	31620	4877686	"fervent_sammet_11"
"order"	"Rhodocyclales"	0	NA	23017	0	"fervent_sammet_11"
"order"	"unassigned"	NA	NA	131844589	0	"fervent_sammet_11"
"family"	"Rhodospirillaceae"	1	0.08	1673721	22154048	"fervent_sammet_11"
"family"	"Rhizobiaceae"	1	0.11	1512984	13774939	"fervent_sammet_11"
"family"	"Rhodobacteraceae"	1	0.06	1098183	17120811	"fervent_sammet_11"
"family"	"Sphingobacteriaceae"	1	0.19	896118	4779416	"fervent_sammet_11"
"family"	"Thermoanaerobacteraceae"	1	0.07	676527	10400110	"fervent_sammet_11"
"family"	"Vibrionaceae"	1	0.08	644712	8287247	"fervent_sammet_11"
"family"	"Pseudomonadaceae"	1	0.11	595419	5477884	"fervent_sammet_11"
"family"	"Peptococcaceae"	1	0.15	398310	2625413	"fervent_sammet_11"
"family"	"Bacillaceae"	0.9	0.12	397624	2948556	"fervent_sammet_11"
"family"	"Porphyromonadaceae"	1	0.14	291930	2044131	"fervent_sammet_11"
"family"	"Lachnospiraceae"	1	0.06	285454	4834992	"fervent_sammet_11"
"family"	"Xanthobacteraceae"	1	0.05	272510	5026224	"fervent_sammet_11"
"family"	"Planococcaceae"	1	0.04	253809	7245311	"fervent_sammet_11"
"family"	"Enterococcaceae"	1	0.09	224120	2396848	"fervent_sammet_11"
"family"	"Nitrosomonadaceae"	1	0.08	217140	2734309	"fervent_sammet_11"
"family"	"Clostridiaceae"	1	0.04	216078	6056587	"fervent_sammet_11"
"family"	"Peptostreptococcaceae"	1	0.04	210844	5487156	"fervent_sammet_11"
"family"	"Enterobacteriaceae"	1	0.01	59519	5419845	"fervent_sammet_11"
"family"	"Prevotellaceae"	1	0.08	56106	738955	"fervent_sammet_11"
"family"	"Halobacteriaceae"	1	0.01	31620	4877686	"fervent_sammet_11"
"family"	"Rhodocyclaceae"	0	NA	23017	0	"fervent_sammet_11"
"family"	"unassigned"	NA	NA	132773858	0	"fervent_sammet_11"
"genus"	"Sinorhizobium"	1	0.11	1512984	13774939	"fervent_sammet_11"
"genus"	"Pedobacter"	1	0.19	894725	4779416	"fervent_sammet_11"
"genus"	"Phaeospirillum"	1	0.06	846422	15012162	"fervent_sammet_11"
"genus"	"Vibrio"	1	0.08	644712	8287247	"fervent_sammet_11"
"genus"	"Azospirillum"	1	0.08	589349	7141886	"fervent_sammet_11"
"genus"	"Paracoccus"	1	0.05	491681	9589943	"fervent_sammet_11"
"genus"	"Desulfotomaculum"	1	0.15	398310	2625413	"fervent_sammet_11"
"genus"	"Bacillus"	0.9	0.12	397624	2948556	"fervent_sammet_11"
"genus"	"Moorella"	1	0.07	382365	5136963	"fervent_sammet_11"
"genus"	"Azotobacter"	1	0.06	353421	5477884	"fervent_sammet_11"
"genus"	"Porphyromonas"	1	0.14	291930	2044131	"fervent_sammet_11"
"genus"	"Butyrivibrio"	1	0.06	285454	4834992	"fervent_sammet_11"
"genus"	"Thermoanaerobacter"	1	0.05	267194	5263147	"fervent_sammet_11"
"genus"	"Rhodobacter"	1	0.03	255644	7530868	"fervent_sammet_11"
"genus"	"Sporosarcina"	1	0.04	253809	7245311	"fervent_sammet_11"
"genus"	"Tetragenococcus"	1	0.09	224120	2396848	"fervent_sammet_11"
"genus"	"Nitrosomonas"	1	0.08	217140	2734309	"fervent_sammet_11"
"genus"	"Clostridium"	1	0.05	127831	2788202	"fervent_sammet_11"
"genus"	"Xanthobacter"	1	0.02	100848	5026224	"fervent_sammet_11"
"genus"	"Butyricicoccus"	1	0.03	88247	3268385	"fervent_sammet_11"
"genus"	"Prevotella"	1	0.08	55956	738955	"fervent_sammet_11"
"genus"	"Pseudomonas"	0	NA	5110	0	"fervent_sammet_11"
"genus"	"Intestinibacter"	1	0	3197	2937124	"fervent_sammet_11"
"genus"	"Rahnella"	1	0	291	5419845	"fervent_sammet_11"
"genus"	"unassigned"	NA	NA	134121239	0	"fervent_sammet_11"
"species"	"Sinorhizobium meliloti"	1	0.11	1501192	13774939	"fervent_sammet_11"
"species"	"Azospirillum brasilense"	1	0.08	589349	7141886	"fervent_sammet_11"
"species"	"Desulfotomaculum hydrothermale"	1	0.15	391171	2625413	"fervent_sammet_11"
"species"	"Moorella thermoacetica"	1	0.07	382365	5136963	"fervent_sammet_11"
"species"	"Bacillus coagulans"	1	0.12	356780	2948556	"fervent_sammet_11"
"species"	"Azotobacter vinelandii"	1	0.06	353421	5477884	"fervent_sammet_11"
"species"	"Porphyromonas crevioricanis"	1	0.09	193805	2044131	"fervent_sammet_11"
"species"	"Paracoccus pantotrophus"	1	0.01	142757	9589943	"fervent_sammet_11"
"species"	"Clostridium tetani"	1	0.05	127831	2788202	"fervent_sammet_11"
"species"	"Vibrio cholerae"	0	NA	127499	0	"fervent_sammet_11"
"species"	"Rhodobacter capsulatus"	1	0.01	100380	7530868	"fervent_sammet_11"
"species"	"Butyricicoccus pullicaecorum"	1	0.03	88247	3268385	"fervent_sammet_11"
"species"	"Prevotella oulorum"	1	0.06	43655	738955	"fervent_sammet_11"
"species"	"Intestinibacter bartlettii"	1	0	3197	2937124	"fervent_sammet_11"
"species"	"Nitrosomonas europaea"	1	0	2510	2734309	"fervent_sammet_11"
"species"	"Sporosarcina newyorkensis"	1	0	2016	7245311	"fervent_sammet_11"
"species"	"unassigned"	NA	NA	138403428	0	"fervent_sammet_11"
"superkingdom"	"Bacteria"	1	0.08	10992630	136397801	"fervent_sammet_0"
"superkingdom"	"Archaea"	1	0.1	609977	6411802	"fervent_sammet_0"
"superkingdom"	"unassigned"	NA	NA	131206996	0	"fervent_sammet_0"
"phylum"	"Proteobacteria"	1	0.08	6620090	86840326	"fervent_sammet_0"
"phylum"	"Firmicutes"	1	0.07	3120562	41994973	"fervent_sammet_0"
"phylum"	"Bacteroidetes"	1	0.16	1246868	7562502	"fervent_sammet_0"
"phylum"	"Euryarchaeota"	1	0.09	597434	6411802	"fervent_sammet_0"
"phylum"	"unassigned"	NA	NA	131224649	0	"fervent_sammet_0"
"class"	"Alphaproteobacteria"	1	0.08	4681034	61809107	"fervent_sammet_0"
"class"	"Clostridia"	1	0.07	1969698	29404258	"fervent_sammet_0"
"class"	"Gammaproteobacteria"	1	0.07	1319798	19184976	"fervent_sammet_0"
"class"	"Bacilli"	0.99	0.09	1150864	12590715	"fervent_sammet_0"
"class"	"Sphingobacteriia"	1	0.19	896118	4779416	"fervent_sammet_0"
"class"	"Thermoplasmata"	1	0.37	565814	1534116	"fervent_sammet_0"
"class"	"Bacteroidia"	1	0.13	349162	2783086	"fervent_sammet_0"
"class"	"Betaproteobacteria"	0.92	0.09	271896	2734309	"fervent_sammet_0"
"class"	"Halobacteria"	1	0.01	31620	4877686	"fervent_sammet_0"
"class"	"unassigned"	NA	NA	131573599	0	"fervent_sammet_0"
"order"	"Rhizobiales"	1	0.1	1788920	18801163	"fervent_sammet_0"
"order"	"Rhodospirillales"	1	0.08	1673721	22154048	"fervent_sammet_0"
"order"	"Clostridiales"	0.99	0.07	1274214	19004148	"fervent_sammet_0"
"order"	"Rhodobacterales"	1	0.06	1099882	17120811	"fervent_sammet_0"
"order"	"Bacillales"	1	0.09	914910	10193867	"fervent_sammet_0"
"order"	"Sphingobacteriales"	1	0.19	896118	4779416	"fervent_sammet_0"
"order"	"Thermoanaerobacterales"	1	0.07	681445	10400110	"fervent_sammet_0"
"order"	"Vibrionales"	1	0.08	644712	8287247	"fervent_sammet_0"
"order"	"Pseudomonadales"	1	0.11	595419	5477884	"fervent_sammet_0"
"order"	"Thermoplasmatales"	1	0.37	565814	1534116	"fervent_sammet_0"
"order"	"Bacteroidales"	1	0.13	349162	2783086	"fervent_sammet_0"
"order"	"Lactobacillales"	1	0.09	224120	2396848	"fervent_sammet_0"
"order"	"Nitrosomonadales"	1	0.08	217140	2734309	"fervent_sammet_0"
"order"	"Enterobacteriales"	1	0.01	59519	5419845	"fervent_sammet_0"
"order"	"Halobacteriales"	1	0.01	31620	4877686	"fervent_sammet_0"
"order"	"Rhodocyclales"	0	NA	23017	0	"fervent_sammet_0"
"order"	"unassigned"	NA	NA	131769870	0	"fervent_sammet_0"
"family"	"Rhodospirillaceae"	1	0.08	1673721	22154048	"fervent_sammet_0"
"family"	"Rhizobiaceae"	1	0.11	1515015	13774939	"fervent_sammet_0"
"family"	"Rhodobacteraceae"	1	0.06	1098183	17120811	"fervent_sammet_0"
"family"	"Sphingobacteriaceae"	1	0.19	896118	4779416	"fervent_sammet_0"
"family"	"Thermoanaerobacteraceae"	1	0.07	676527	10400110	"fervent_sammet_0"
"family"	"Vibrionaceae"	1	0.08	644712	8287247	"fervent_sammet_0"
"family"	"Pseudomonadaceae"	1	0.11	595419	5477884	"fervent_sammet_0"
"family"	"Peptococcaceae"	1	0.15	398310	2625413	"fervent_sammet_0"
"family"	"Bacillaceae"	0.9	0.12	397624	2948556	"fervent_sammet_0"
"family"	"Porphyromonadaceae"	1	0.14	291930	2044131	"fervent_sammet_0"
"family"	"Lachnospiraceae"	1	0.06	285454	4834992	"fervent_sammet_0"
"family"	"Xanthobacteraceae"	1	0.05	272510	5026224	"fervent_sammet_0"
"family"	"Planococcaceae"	1	0.04	253809	7245311	"fervent_sammet_0"
"family"	"Enterococcaceae"	1	0.09	224120	2396848	"fervent_sammet_0"
"family"	"Nitrosomonadaceae"	1	0.08	217140	2734309	"fervent_sammet_0"
"family"	"Clostridiaceae"	1	0.04	216078	6056587	"fervent_sammet_0"
"family"	"Peptostreptococcaceae"	1	0.04	210844	5487156	"fervent_sammet_0"
"family"	"Enterobacteriaceae"	1	0.01	59519	5419845	"fervent_sammet_0"
"family"	"Prevotellaceae"	1	0.08	56106	738955	"fervent_sammet_0"
"family"	"Halobacteriaceae"	1	0.01	31620	4877686	"fervent_sammet_0"
"family"	"Rhodocyclaceae"	0	NA	23017	0	"fervent_sammet_0"
"family"	"unassigned"	NA	NA	132771827	0	"fervent_sammet_0"
"genus"	"Sinorhizobium"	1	0.11	1512984	13774939	"fervent_sammet_0"
"genus"	"Pedobacter"	1	0.19	894725	4779416	"fervent_sammet_0"
"genus"	"Phaeospirillum"	1	0.06	846422	15012162	"fervent_sammet_0"
"genus"	"Vibrio"	1	0.08	644712	8287247	"fervent_sammet_0"
"genus"	"Azospirillum"	1	0.08	589349	7141886	"fervent_sammet_0"
"genus"	"Paracoccus"	1	0.05	491681	9589943	"fervent_sammet_0"
"genus"	"Desulfotomaculum"	1	0.15	398310	2625413	"fervent_sammet_0"
"genus"	"Bacillus"	0.9	0.12	397624	2948556	"fervent_sammet_0"
"genus"	"Moorella"	1	0.07	382365	5136963	"fervent_sammet_0"
"genus"	"Azotobacter"	1	0.06	353421	5477884	"fervent_sammet_0"
"genus"	"Porphyromonas"	1	0.14	291930	2044131	"fervent_sammet_0"
"genus"	"Butyrivibrio"	1	0.06	285454	4834992	"fervent_sammet_0"
"genus"	"Thermoanaerobacter"	1	0.05	267194	5263147	"fervent_sammet_0"
"genus"	"Rhodobacter"	1	0.03	255644	7530868	"fervent_sammet_0"
"genus"	"Sporosarcina"	1	0.04	253809	7245311	"fervent_sammet_0"
"genus"	"Tetragenococcus"	1	0.09	224120	2396848	"fervent_sammet_0"
"genus"	"Nitrosomonas"	1	0.08	217140	2734309	"fervent_sammet_0"
"genus"	"Clostridium"	1	0.05	127831	2788202	"fervent_sammet_0"
"genus"	"Xanthobacter"	1	0.02	100848	5026224	"fervent_sammet_0"
"genus"	"Butyricicoccus"	1	0.03	88247	3268385	"fervent_sammet_0"
"genus"	"Prevotella"	1	0.08	55956	738955	"fervent_sammet_0"
"genus"	"Pseudomonas"	0	NA	5110	0	"fervent_sammet_0"
"genus"	"Intestinibacter"	1	0	3197	2937124	"fervent_sammet_0"
"genus"	"Rahnella"	1	0	291	5419845	"fervent_sammet_0"
"genus"	"unassigned"	NA	NA	134121239	0	"fervent_sammet_0"
"species"	"Sinorhizobium meliloti"	1	0.11	1501192	13774939	"fervent_sammet_0"
"species"	"Azospirillum brasilense"	1	0.08	589349	7141886	"fervent_sammet_0"
"species"	"Desulfotomaculum hydrothermale"	1	0.15	391171	2625413	"fervent_sammet_0"
"species"	"Moorella thermoacetica"	1	0.07	382365	5136963	"fervent_sammet_0"
"species"	"Bacillus coagulans"	1	0.12	356780	2948556	"fervent_sammet_0"
"species"	"Azotobacter vinelandii"	1	0.06	353421	5477884	"fervent_sammet_0"
"species"	"Porphyromonas crevioricanis"	1	0.09	193805	2044131	"fervent_sammet_0"
"species"	"Paracoccus pantotrophus"	1	0.01	142757	9589943	"fervent_sammet_0"
"species"	"Clostridium tetani"	1	0.05	127831	2788202	"fervent_sammet_0"
"species"	"Vibrio cholerae"	0	NA	127499	0	"fervent_sammet_0"
"species"	"Rhodobacter capsulatus"	1	0.01	100380	7530868	"fervent_sammet_0"
"species"	"Butyricicoccus pullicaecorum"	1	0.03	88247	3268385	"fervent_sammet_0"
"species"	"Prevotella oulorum"	1	0.06	43655	738955	"fervent_sammet_0"
"species"	"Intestinibacter bartlettii"	1	0	3197	2937124	"fervent_sammet_0"
"species"	"Nitrosomonas europaea"	1	0	2510	2734309	"fervent_sammet_0"
"species"	"Sporosarcina newyorkensis"	1	0	2016	7245311	"fervent_sammet_0"
"species"	"unassigned"	NA	NA	138403428	0	"fervent_sammet_0"
"superkingdom"	"Bacteria"	1	0.97	1345979700	1391387700	"lonely_davinci_6"
"superkingdom"	"Archaea"	1	0.96	3661200	3780900	"lonely_davinci_6"
"superkingdom"	"Viruses"	0	NA	51000	0	"lonely_davinci_6"
"superkingdom"	"Eukaryota"	0	NA	20400	0	"lonely_davinci_6"
"superkingdom"	"superkingdom_uncultured organism"	0	NA	12300	0	"lonely_davinci_6"
"superkingdom"	"unassigned"	NA	NA	45444000	0	"lonely_davinci_6"
"phylum"	"Proteobacteria"	1	0.61	706925100	1164264900	"lonely_davinci_6"
"phylum"	"Firmicutes"	1	0.59	120894000	203097900	"lonely_davinci_6"
"phylum"	"Bacteroidetes"	1	0.61	14590500	24024900	"lonely_davinci_6"
"phylum"	"Euryarchaeota"	1	0.6	2267400	3780900	"lonely_davinci_6"
"phylum"	"Actinobacteria"	0	NA	134100	0	"lonely_davinci_6"
"phylum"	"Cyanobacteria"	0	NA	71700	0	"lonely_davinci_6"
"phylum"	"phylum_Caudovirales"	0	NA	38700	0	"lonely_davinci_6"
"phylum"	"Streptophyta"	0	NA	13500	0	"lonely_davinci_6"
