binner	rank	bin	precision	recall	predicted_size	real_size
admiring_curie_2	strain	1030806	1.0	0.970057249759	3961578.0	4083860.0
admiring_curie_2	strain	1030800	0	0	0	424499.0
admiring_curie_2	strain	evo_1030728.038	0.164908131618	0.952480459838	14190410.0	2456863.0
admiring_curie_2	strain	1285_BO	0.485327402379	0.997049552785	7336874.0	3571323.0
admiring_curie_2	strain	1285_AK	0.272633194181	0.772639181879	13184341.0	4652222.0
admiring_curie_2	strain	evo_1030728.035	0.162121883723	0.936534720252	14190410.0	2456477.0
admiring_curie_2	strain	1220_AR	0.510295193274	0.980408328676	8628347.0	4490990.0
admiring_curie_2	strain	Sample15_91	0	0	0	6798.0
admiring_curie_2	strain	evo_1139_Y.018	0.265662972797	0.992818382899	27251005.0	7291951.0
admiring_curie_2	strain	1048885	0.913162447919	0.999320093186	13430169.0	12272270.0
admiring_curie_2	strain	1036011	0	0	0	738955.0
admiring_curie_2	strain	Sample24_88	0	0	0	15839.0
admiring_curie_2	strain	1030716	0.00204366480576	0.0181498772319	16500749.0	1857974.0
admiring_curie_2	strain	1286_AO	0.299600254933	0.301499190861	3932006.0	3907241.0
admiring_curie_2	strain	1052965	0.479915394252	0.964401011206	4751923.0	2364702.0
admiring_curie_2	strain	Sample15_13	0	0	0	35178.0
admiring_curie_2	strain	Sample20_16	0	0	0	28254.0
admiring_curie_2	strain	1052968	0.510465095702	0.985328804177	7459368.0	3864443.0
admiring_curie_2	strain	Sample23_4	0	0	0	36461.0
admiring_curie_2	strain	Sample20_11	0	0	0	35005.0
admiring_curie_2	strain	1030776	0	0	0	2645012.0
admiring_curie_2	strain	Sample22_210	0	0	0	19704.0
admiring_curie_2	strain	evo_1139_Y.035	0.257204202194	0.979903998649	27251005.0	7152816.0
admiring_curie_2	strain	1287_BN	1.0	0.998620284552	4746596.0	4753154.0
admiring_curie_2	strain	1287_BO	1.0	0.94268747538	5109220.0	5419845.0
admiring_curie_2	strain	1030896	1.0	0.96899413809	2893307.0	2985887.0
admiring_curie_2	strain	Sample22_66	0	0	0	35680.0
admiring_curie_2	strain	1287_BC	0.380832768322	0.534134254755	12912715.0	9206646.0
admiring_curie_2	strain	1287_BD	0.48230025983	0.969088720512	8628347.0	4294193.0
admiring_curie_2	strain	Sample22_61	0	0	0	36436.0
admiring_curie_2	strain	1048966	0.489534904298	0.995962279332	7459368.0	3666425.0
admiring_curie_2	strain	1030812	1.0	0.201212814695	745945.0	3707244.0
admiring_curie_2	strain	1036557	0.0958832232404	0.457380231999	16500749.0	3459146.0
admiring_curie_2	strain	1035993	0.55081085804	0.992566894364	5024369.0	2788202.0
admiring_curie_2	strain	Sample18_112	0	0	0	14277.0
admiring_curie_2	strain	Sample18_113	0	0	0	14109.0
admiring_curie_2	strain	Sample9_19	0	0	0	20128.0
admiring_curie_2	strain	Sample22_570	0	0	0	8899.0
admiring_curie_2	strain	1030782	0.961489364912	0.983925138348	2452777.0	2396848.0
admiring_curie_2	strain	Sample6_55	0	0	0	30382.0
admiring_curie_2	strain	1052998	0.490979575185	0.980536200246	5015174.0	2511226.0
admiring_curie_2	strain	1052995	0.493865130178	0.994876051019	13810888.0	6855845.0
admiring_curie_2	strain	Sample15_73	0	0	0	8195.0
admiring_curie_2	strain	Sample23_22	0	0	0	29517.0
admiring_curie_2	strain	1036629	0.991621171712	0.982141846415	2432321.0	2455797.0
admiring_curie_2	strain	1035921	0.164275088361	0.964308316889	16500749.0	2810991.0
admiring_curie_2	strain	Sample24_109	0	0	0	14122.0
admiring_curie_2	strain	1048870	0.681797596103	0.842644679727	13184341.0	10667666.0
admiring_curie_2	strain	Sample9_7	0	0	0	26683.0
admiring_curie_2	strain	Sample15_102	0	0	0	6334.0
admiring_curie_2	strain	1053034	0.142264450364	0.177425124643	3162083.0	2535447.0
admiring_curie_2	strain	1036782	0.546183001747	0.994351957902	5347173.0	2937124.0
admiring_curie_2	strain	1036785	1.0	0.985652878067	4909536.0	4980999.0
admiring_curie_2	strain	1021_AS	0.166338987529	0.995424367454	33364956.0	5575404.0
admiring_curie_2	strain	1021_AQ	0.166616374378	0.978569390411	33364956.0	5680893.0
admiring_curie_2	strain	1021_AP	1.0	0.994211022047	6638346.0	6676999.0
admiring_curie_2	strain	1035951	1.0	0.92861340836	2539116.0	2734309.0
admiring_curie_2	strain	Sample22_214	0	0	0	19460.0
admiring_curie_2	strain	1036614	1.0	0.942483606488	2342625.0	2485587.0
admiring_curie_2	strain	1030869	1.0	1.0	1534116.0	1534116.0
admiring_curie_2	strain	Sample23_148	0	0	0	15198.0
admiring_curie_2	strain	1036716	1.0	0.93918290189	2465743.0	2625413.0
admiring_curie_2	strain	1139_AA	0.230456358623	0.346627061088	6099567.0	4055321.0
admiring_curie_2	strain	Sample19_61	0	0	0	26456.0
admiring_curie_2	strain	Sample15_101	0	0	0	6486.0
admiring_curie_2	strain	Sample22_114	0	0	0	28011.0
admiring_curie_2	strain	Sample18_349	0	0	0	5977.0
admiring_curie_2	strain	1036635	1.0	0.986783380783	3225188.0	3268385.0
admiring_curie_2	strain	Sample18_199	0	0	0	8245.0
admiring_curie_2	strain	1048861	0.96777289515	0.998181152042	10047412.0	9741331.0
admiring_curie_2	strain	Sample6_617	0	0	0	8176.0
admiring_curie_2	strain	Sample24_59	0	0	0	19926.0
admiring_curie_2	strain	1139_AL	0.00391486805539	0.00495087686853	6099567.0	4823186.0
admiring_curie_2	strain	1053055	0.494428572304	0.995822709056	10123258.0	5026224.0
admiring_curie_2	strain	Sample22_193	0	0	0	20403.0
admiring_curie_2	strain	Sample24_51	0	0	0	22140.0
admiring_curie_2	strain	Sample9_158	0	0	0	7271.0
admiring_curie_2	strain	Sample23_75	0	0	0	19966.0
admiring_curie_2	strain	Sample6_74	0	0	0	27074.0
admiring_curie_2	strain	Sample22_100	0	0	0	29717.0
admiring_curie_2	strain	Sample20_114	0	0	0	7392.0
admiring_curie_2	strain	1021_P	0.340979813068	0.988542133477	12750922.0	4398201.0
admiring_curie_2	strain	1036701	0.441980674588	0.994662255648	5024369.0	2232591.0
admiring_curie_2	strain	1036704	1.0	0.988586722814	4103579.0	4150955.0
admiring_curie_2	strain	Sample22_823	0	0	0	6067.0
admiring_curie_2	strain	Sample15_24	0	0	0	20607.0
admiring_curie_2	strain	1021_C	0.619167231678	0.867020330022	12912715.0	9221387.0
admiring_curie_2	strain	1048978	0.417533435944	0.726388417945	6274834.0	3606821.0
admiring_curie_2	strain	evo_1286_G.010	0.323655839522	0.994424820108	9646988.0	3139809.0
admiring_curie_2	strain	1030968	1.0	0.990090089117	4581231.0	4627085.0
admiring_curie_2	strain	1220_AX	0.332388355917	0.997819433458	12750922.0	4247520.0
admiring_curie_2	strain	1053040	1.0	0.996348443534	7115807.0	7141886.0
admiring_curie_2	strain	1052953	0.353550106391	0.8370287324	9853254.0	4161887.0
admiring_curie_2	strain	1052950	0.54755606625	0.993948662284	9853254.0	5428056.0
admiring_curie_2	strain	Sample23_512	0	0	0	6628.0
admiring_curie_2	strain	1030740	1.0	0.973470977867	3170961.0	3257376.0
admiring_curie_2	strain	1053049	0.539511123856	0.825291001346	10095195.0	6599454.0
admiring_curie_2	strain	1036680	0.961221789431	0.987580176661	4595751.0	4473091.0
admiring_curie_2	strain	1036683	1.0	0.989913944015	4786226.0	4834992.0
admiring_curie_2	strain	Sample23_513	0	0	0	6622.0
admiring_curie_2	strain	Sample23_257	0	0	0	10824.0
admiring_curie_2	strain	1139_CJ	0.458544683882	0.993446269194	10095195.0	4659636.0
admiring_curie_2	strain	evo_1035921.008	0.164293269354	0.897459138718	16500749.0	3020708.0
admiring_curie_2	strain	1139_CO	0.170958295284	0.992251622059	33364956.0	5748558.0
admiring_curie_2	strain	evo_1035921.007	0.182667768596	0.968049894079	16500749.0	3113636.0
admiring_curie_2	strain	1139_CF	0.18090699715	0.994547740962	33364956.0	6069044.0
admiring_curie_2	strain	1036803	0.502841377746	0.985769797726	10123258.0	5163876.0
admiring_curie_2	strain	1139_T	0.3374203861	0.514565057304	8418128.0	5520095.0
admiring_curie_2	strain	Sample22_625	0	0	0	8160.0
admiring_curie_2	strain	1036800	0.956986925372	0.963667534034	4153923.0	4125126.0
admiring_curie_2	strain	1139_Y	0.238248827887	0.908082602604	27251005.0	7149702.0
admiring_curie_2	strain	Sample22_2	0	0	0	185271.0
admiring_curie_2	strain	1036731	0.444492818916	0.961409410226	5347173.0	2472183.0
admiring_curie_2	strain	1286_G	0.341320835063	0.992981285841	9646988.0	3315992.0
admiring_curie_2	strain	1053031	0.254331221279	0.993499077387	14844312.0	3800076.0
admiring_curie_2	strain	1053037	0.83878158796	0.972356564138	3162083.0	2727700.0
admiring_curie_2	strain	1286_Y	0.700399745067	0.716725830462	3932006.0	3842440.0
admiring_curie_2	strain	1052941	1.0	0.963976966288	5280554.0	5477884.0
admiring_curie_2	strain	1285_AD	1.0	0.986441288198	5644057.0	5721635.0
admiring_curie_2	strain	1030737	1.0	0.983557558381	3599980.0	3660162.0
admiring_curie_2	strain	1287_N	0.496730603902	0.99325459496	8970464.0	4486165.0
admiring_curie_2	strain	Sample19_25	0	0	0	51342.0
admiring_curie_2	strain	1139_B	0.503269396098	0.975569278004	8970464.0	4627616.0
admiring_curie_2	strain	1285_BV	0.167418486171	0.374662582218	6578485.0	2939605.0
admiring_curie_2	strain	Sample22_110	0	0	0	28244.0
admiring_curie_2	strain	1287_W	0.125566927168	0.995710838196	33364956.0	4207582.0
admiring_curie_2	strain	Sample9_16	0	0	0	20716.0
admiring_curie_2	strain	1036695	1.0	0.981868028462	3328566.0	3390034.0
admiring_curie_2	strain	1220_A	1.0	0.997391131658	3857105.0	3867194.0
admiring_curie_2	strain	1049032	0.999233018433	0.99329970594	4473380.0	4500101.0
admiring_curie_2	strain	1048939	1.0	0.978186764439	2893093.0	2957608.0
admiring_curie_2	strain	1049035	1.0	0.980172738133	3092395.0	3154949.0
admiring_curie_2	strain	evo_1030728.001	0.166451779758	0.977817547006	14190410.0	2415603.0
admiring_curie_2	strain	Sample22_762	0	0	0	6794.0
admiring_curie_2	strain	Sample18_6	0	0	0	55781.0
admiring_curie_2	strain	evo_1030728.009	0.166868117271	0.957303667864	14190410.0	2473538.0
admiring_curie_2	strain	1052992	0.48978450915	0.977636522932	13810888.0	6919094.0
admiring_curie_2	strain	Sample19_31	0	0	0	44361.0
admiring_curie_2	strain	Sample19_34	0	0	0	43704.0
admiring_curie_2	strain	Sample19_38	0	0	0	36914.0
admiring_curie_2	strain	Sample15_49	0	0	0	12969.0
admiring_curie_2	strain	1035981	1.0	0.977731368489	1998611.0	2044131.0
berserk_euclid_1	strain	1030728	0.164596358969	0.981867002431	15369052.0	2576408.0
berserk_euclid_1	strain	1220_E	1.0	0.993136316142	7232258.0	7282241.0
berserk_euclid_1	strain	1053022	0.242199227766	0.990789425469	15071072.0	3684135.0
berserk_euclid_1	strain	1053025	0.24730921596	0.990666424618	15071072.0	3762331.0
berserk_euclid_1	strain	Sample19_54	0.0116029094237	1.0	2552808.0	29620.0
berserk_euclid_1	strain	1053028	0.246513254001	0.986615484303	15071072.0	3765620.0
berserk_euclid_1	strain	Sample9_165	0.000383993985137	1.0	18226848.0	6999.0
berserk_euclid_1	strain	1220_CF	0.415010802537	0.975568173578	10859486.0	4619671.0
berserk_euclid_1	strain	Sample6_355	0.00418833335169	0.918165168165	2633267.0	12012.0
berserk_euclid_1	strain	Sample23_370	0.000255949549226	1.0	33260461.0	8513.0
berserk_euclid_1	strain	1030905	0.998373751448	0.983621760616	3065952.0	3111934.0
berserk_euclid_1	strain	1285_BD	0.994523064862	0.935732539725	3132774.0	3329601.0
berserk_euclid_1	strain	Sample22_16	0.00445980662958	1.0	15369052.0	68543.0
berserk_euclid_1	strain	Sample22_11	0.00527846480056	1.0	15369052.0	81125.0
berserk_euclid_1	strain	Sample24_63	0.0012352095627	1.0	15369052.0	18984.0
berserk_euclid_1	strain	Sample23_378	0.00170945042329	1.0	4912690.0	8398.0
berserk_euclid_1	strain	Sample22_561	0.00152468787354	1.0	5741503.0	8754.0
berserk_euclid_1	strain	Sample6_203	0.00106628542609	1.0	15620583.0	16656.0
berserk_euclid_1	strain	1220_X	1.0	0.982237607835	3573127.0	3637742.0
berserk_euclid_1	strain	Sample18_60	0.00343167982321	1.0	5741503.0	19703.0
berserk_euclid_1	strain	Sample24_68	0.00833471483042	1.0	2099172.0	17496.0
berserk_euclid_1	strain	Sample18_62	0.00447127047239	1.0	4319354.0	19313.0
berserk_euclid_1	strain	Sample6_199	0.00388298805794	1.0	4319354.0	16772.0
berserk_euclid_1	strain	1139_AW	0.3430724485	0.942815727467	15369911.0	5592814.0
berserk_euclid_1	strain	Sample22_112	0.00849537759062	1.0	3311801.0	28135.0
berserk_euclid_1	strain	Sample15_108	0.00109780608862	1.0	5703193.0	6261.0
berserk_euclid_1	strain	evo_1030728.011	0.162052090135	0.992278387613	15369052.0	2509968.0
berserk_euclid_1	strain	Sample15_104	0.000496740104592	1.0	12996736.0	6456.0
berserk_euclid_1	strain	Sample22_94	0.00813290620671	1.0	3801839.0	30920.0
berserk_euclid_1	strain	Sample6_192	0.00319889736531	1.0	5315269.0	17003.0
berserk_euclid_1	strain	Sample15_107	0.00111078127638	1.0	5703193.0	6335.0
berserk_euclid_1	strain	Sample15_75	0.0013897478132	1.0	5703193.0	7926.0
berserk_euclid_1	strain	evo_1035921.028	0.202894536939	0.990878073929	15374549.0	3148129.0
berserk_euclid_1	strain	Sample23_25	0.00675818652511	1.0	4319354.0	29191.0
berserk_euclid_1	strain	Sample15_103	0.000941404353274	1.0	6864213.0	6462.0
berserk_euclid_1	strain	Sample16_245	0.000483336633466	1.0	15620583.0	7550.0
berserk_euclid_1	strain	Sample18_262	0.000347509344457	0.885502586327	18226848.0	7153.0
berserk_euclid_1	strain	1139_AF	0.0940427835836	0.221418291531	10623888.0	4512274.0
berserk_euclid_1	strain	Sample18_264	0.00135044905535	1.0	5315269.0	7178.0
berserk_euclid_1	strain	1049083	0.322208817597	0.456330078419	7054779.0	4981289.0
berserk_euclid_1	strain	Sample18_267	0.000394034119339	1.0	18226848.0	7182.0
berserk_euclid_1	strain	Sample16_154	0.000759057878131	1.0	15369052.0	11666.0
berserk_euclid_1	strain	Sample23_142	0.000997362589303	1.0	15374549.0	15334.0
berserk_euclid_1	strain	Sample22_218	0.0044992839207	1.0	4319354.0	19434.0
berserk_euclid_1	strain	Sample23_147	0.000988907056721	1.0	15374549.0	15204.0
berserk_euclid_1	strain	Sample23_145	0.00265644727522	1.0	5741503.0	15252.0
berserk_euclid_1	strain	Sample19_29	0.00294318738722	1.0	15369052.0	45234.0
berserk_euclid_1	strain	Sample9_193	0.00107167060611	1.0	5741503.0	6153.0
berserk_euclid_1	strain	Sample9_192	0.000394479514625	1.0	15620583.0	6162.0
berserk_euclid_1	strain	1285_CK	0.32288385807	0.812229804659	8706115.0	3460922.0
berserk_euclid_1	strain	1220_BD	0.252283360528	0.989677553904	28553857.0	7278798.0
berserk_euclid_1	strain	1220_BB	0.309553256359	0.864169783774	15369911.0	5505638.0
berserk_euclid_1	strain	Sample23_283	0.00189284869684	1.0	5315269.0	10061.0
berserk_euclid_1	strain	1048945	0.772896143345	0.972210483757	9084685.0	7222220.0
berserk_euclid_1	strain	Sample6_323	0.00267329056771	1.0	4933246.0	13188.0
berserk_euclid_1	strain	1048942	0.503584340656	0.599078382678	8552619.0	7189318.0
berserk_euclid_1	strain	1285_CG	1.0	0.997879501806	3725169.0	3733085.0
berserk_euclid_1	strain	1285_CF	0.582411289633	0.788898251806	5317445.0	3925652.0
berserk_euclid_1	strain	Sample16_69	0.0103857897778	1.0	2599706.0	27000.0
berserk_euclid_1	strain	Sample18_77	0.00318610403349	1.0	5315269.0	16935.0
berserk_euclid_1	strain	Sample20_90	0.000619247053711	1.0	15620583.0	9673.0
berserk_euclid_1	strain	Sample6_235	0.00463032509477	1.0	3395010.0	15720.0
berserk_euclid_1	strain	Sample19_309	0.00143028143419	1.0	5062640.0	7241.0
berserk_euclid_1	strain	1285_AC	0.29731435893	0.747691602882	8706115.0	3461926.0
berserk_euclid_1	strain	Sample16_65	0.00516963487643	1.0	5315269.0	27478.0
berserk_euclid_1	strain	Sample22_87	0.00731428820143	1.0	4319354.0	31593.0
berserk_euclid_1	strain	Sample24_66	0.00731438063149	1.0	2432195.0	17790.0
berserk_euclid_1	strain	evo_1035921.030	0.200897210058	0.990789490145	15374549.0	3117417.0
berserk_euclid_1	strain	1286_BV	1.0	0.979069125637	4271379.0	4362694.0
berserk_euclid_1	strain	1286_BU	0.321101259808	0.999225219101	9137426.0	2936314.0
berserk_euclid_1	strain	Sample9_66	0.00114591058914	1.0	10859486.0	12444.0
berserk_euclid_1	strain	1286_AF	1.0	0.998350426077	4771532.0	4779416.0
berserk_euclid_1	strain	1049011	0.66382114332	0.851505478842	4933246.0	3845886.0
berserk_euclid_1	strain	Sample22_17	0.00425127067044	1.0	15369052.0	65338.0
berserk_euclid_1	strain	1139_BF	0.18847044844	0.99094155045	33260461.0	6325917.0
berserk_euclid_1	strain	1052959	0.511661794461	0.995426950589	4888956.0	2512984.0
berserk_euclid_1	strain	1052974	0.333557542043	0.905169738414	9889595.0	3644343.0
berserk_euclid_1	strain	1052977	0.364002165913	0.999685084677	9889595.0	3600968.0
berserk_euclid_1	strain	Sample23_175	0.00361141016229	1.0	3801839.0	13730.0
berserk_euclid_1	strain	1035969	0.944678088683	0.995503827194	3801839.0	3607735.0
berserk_euclid_1	strain	1286_BD	0.330617725386	0.997624652102	9137426.0	3028188.0
berserk_euclid_1	strain	Sample6_680	0.0005188084829	1.0	15071072.0	7819.0
berserk_euclid_1	strain	1035939	0.351848614227	0.99869376143	4541510.0	1600014.0
berserk_euclid_1	strain	evo_1286_G.034	0.331280133407	0.994780425766	9755991.0	3248924.0
berserk_euclid_1	strain	1220_AO	0.259686569571	0.347035792105	9889595.0	7400375.0
berserk_euclid_1	strain	1285_BF	0.192453922232	0.640361229054	13863573.0	4166553.0
berserk_euclid_1	strain	1035906	0.988397090576	0.989473073279	2552808.0	2550032.0
berserk_euclid_1	strain	1030881	0.989930847782	0.993181398307	3312692.0	3301850.0
berserk_euclid_1	strain	1053004	0.507072989586	0.977679028783	5062640.0	2625737.0
berserk_euclid_1	strain	1036566	0.996261244378	0.937525351392	2774720.0	2948556.0
berserk_euclid_1	strain	1030806	1.0	0.969301347255	3958491.0	4083860.0
berserk_euclid_1	strain	1030800	0	0	0	424499.0
berserk_euclid_1	strain	evo_1030728.038	0.156831598982	0.981069355516	15369052.0	2456863.0
berserk_euclid_1	strain	1285_BO	0.379801783	0.925874808859	8706115.0	3571323.0
berserk_euclid_1	strain	1285_AK	0.738164743855	0.904921562213	5703193.0	4652222.0
berserk_euclid_1	strain	evo_1030728.035	0.156797569557	0.98101060991	15369052.0	2456477.0
berserk_euclid_1	strain	1220_AR	0.510231298304	0.932756697298	8210004.0	4490990.0
berserk_euclid_1	strain	Sample15_91	0.000213981599754	0.898793762871	28553857.0	6798.0
berserk_euclid_1	strain	evo_1139_Y.018	0.25432129887	0.995872572375	28553857.0	7291951.0
berserk_euclid_1	strain	1048885	0.941322113491	0.996890958233	12996736.0	12272270.0
berserk_euclid_1	strain	1036011	0.000840157217387	0.00296905765574	2611416.0	738955.0
berserk_euclid_1	strain	Sample24_88	0.00466537653792	1.0	3395010.0	15839.0
berserk_euclid_1	strain	1030716	0.0738896471362	0.340128548623	8552619.0	1857974.0
berserk_euclid_1	strain	1286_AO	0.504227952545	0.991126219243	7680195.0	3907241.0
berserk_euclid_1	strain	1052965	0.483378250899	0.999371168122	4888956.0	2364702.0
berserk_euclid_1	strain	Sample15_13	0.00925289050904	1.0	3801839.0	35178.0
berserk_euclid_1	strain	Sample20_16	0.00285694206891	1.0	9889595.0	28254.0
berserk_euclid_1	strain	1052968	0.491796636554	0.906478372174	7122932.0	3864443.0
berserk_euclid_1	strain	Sample23_4	0.262770618928	1.0	138756.0	36461.0
berserk_euclid_1	strain	Sample20_11	0.00227681475405	1.0	15374549.0	35005.0
berserk_euclid_1	strain	1030776	0.102740224953	0.332209456895	8552619.0	2645012.0
berserk_euclid_1	strain	Sample22_210	0.00580381206535	1.0	3395010.0	19704.0
berserk_euclid_1	strain	evo_1139_Y.035	0.245392242456	0.979599503189	28553857.0	7152816.0
berserk_euclid_1	strain	1287_BN	0.966190824172	0.998620284552	4912690.0	4753154.0
berserk_euclid_1	strain	1287_BO	1.0	0.947835777591	5137123.0	5419845.0
berserk_euclid_1	strain	1030896	1.0	0.934576224753	2790539.0	2985887.0
berserk_euclid_1	strain	Sample22_66	0.00885392756554	1.0	4029850.0	35680.0
berserk_euclid_1	strain	1287_BC	0.496037324337	0.979879969318	18186954.0	9206646.0
berserk_euclid_1	strain	1287_BD	0.489768701696	0.936381527332	8210004.0	4294193.0
berserk_euclid_1	strain	Sample22_61	0.00368427625196	1.0	9889595.0	36436.0
berserk_euclid_1	strain	1048966	0.508203363446	0.987309981794	7122932.0	3666425.0
berserk_euclid_1	strain	1030812	0.981230106578	0.691187307876	2611416.0	3707244.0
berserk_euclid_1	strain	1036557	0.767230302237	0.686482443933	3095085.0	3459146.0
berserk_euclid_1	strain	1035993	1.0	0.974343680982	2716667.0	2788202.0
